WBGeneID,Sequence.name,tissue
WBGene00009026,F21G4.5,nervous-system
WBGene00009027,F21G4.6,nervous-system
WBGene00009036,F22B3.5,nervous-system
WBGene00009039,F22B3.8,reproductive-system
WBGene00009042,F22B5.4,nervous-system
WBGene00009045,F22B5.10,ubiquitous
WBGene00009049,F22B8.7,ubiquitous
WBGene00009050,F22D6.2,ubiquitous
WBGene00009060,F22E12.3,intestine
WBGene00009064,F22G12.4,ubiquitous
WBGene00009069,F23A7.4,ubiquitous
WBGene00009070,F23A7.5,muscular-system
WBGene00009073,delm-1,nervous-system
WBGene00009082,dlat-1,ubiquitous
WBGene00009084,F23B12.7,ubiquitous
WBGene00009085,F23D12.1,nervous-system
WBGene00009088,F23D12.4,muscular-system
WBGene00009090,fipr-3,muscular-system
WBGene00009092,tomm-20,ubiquitous
WBGene00009095,F23H12.7,nervous-system
WBGene00009096,fipr-1,nervous-system
WBGene00009097,fipr-2,nervous-system
WBGene00009103,rtfo-1,ubiquitous
WBGene00009107,txt-10,nervous-system
WBGene00009108,F25D1.3,epithelial-system
WBGene00009109,degt-1,nervous-system
WBGene00009112,tag-353,reproductive-system
WBGene00009113,maph-1.2,reproductive-system
WBGene00009114,F25D7.5,nervous-system
WBGene00009118,F25H2.4,ubiquitous
WBGene00009119,ndk-1,ubiquitous
WBGene00009120,F25H2.6,ubiquitous
WBGene00009121,F25H2.7,ubiquitous
WBGene00009122,tct-1,ubiquitous
WBGene00009123,F25H2.12,ubiquitous
WBGene00009127,clsp-1,ubiquitous
WBGene00009134,lurp-2,nervous-system
WBGene00009136,lurp-3,nervous-system
WBGene00009137,bath-39,ubiquitous
WBGene00009139,F25H9.7,ubiquitous
WBGene00009140,F26A3.1,ubiquitous
WBGene00009143,F26A3.5,intestine
WBGene00009144,del-3,nervous-system
WBGene00009145,F26A3.7,ubiquitous
WBGene00009148,F26D2.3,nervous-system
WBGene00009151,F26D2.13,nervous-system
WBGene00009152,F26D2.14,nervous-system
WBGene00009155,lhfp-4,nervous-system
WBGene00009161,cox-7C,intestine
WBGene00009164,hrdl-1,ubiquitous
WBGene00009170,F26F2.5,nervous-system
WBGene00009172,F26F2.7,ubiquitous
WBGene00009174,F26H9.2,ubiquitous
WBGene00009177,F26H9.5,ubiquitous
WBGene00009180,nurf-1,ubiquitous
WBGene00009184,F27C8.3,nervous-system
WBGene00009187,F27D4.1,ubiquitous
WBGene00009188,lsy-22,ubiquitous
WBGene00009191,F27D4.7,ubiquitous
WBGene00009194,F27E5.5,nervous-system
WBGene00009196,F28B1.2,reproductive-system
WBGene00009201,F28C1.3,ubiquitous
WBGene00009202,aptf-4,nervous-system
WBGene00009204,pigg-1,ubiquitous
WBGene00009208,F28C6.9,nervous-system
WBGene00009211,wdr-46,ubiquitous
WBGene00009213,thn-1,intestine
WBGene00009215,thn-2,intestine
WBGene00009217,spe-45,nervous-system
WBGene00009223,mdt-28,ubiquitous
WBGene00009226,cyp-37B1,intestine
WBGene00009232,nkat-1,nervous-system
WBGene00009233,F28H6.4,ubiquitous
WBGene00009234,F28H6.6,nervous-system
WBGene00009235,F28H6.7,nervous-system
WBGene00009239,irld-6,reproductive-system
WBGene00009246,gfm-1,ubiquitous
WBGene00009247,bath-45,reproductive-system
WBGene00009251,F29D10.2,nervous-system
WBGene00009254,capg-1,ubiquitous
WBGene00009255,ugt-34,nervous-system
WBGene00009256,tut-2,ubiquitous
WBGene00009260,calm-1,ubiquitous
WBGene00009264,sac-1,ubiquitous
WBGene00009266,F30A10.9,ubiquitous
WBGene00009268,F30A10.11,nervous-system
WBGene00009283,F31B12.4,nervous-system
WBGene00009290,F31D4.2,ubiquitous
WBGene00009293,F31D4.8,ubiquitous
WBGene00009294,F31D4.9,ubiquitous
WBGene00009298,srz-58,nervous-system
WBGene00009301,F31F6.2,reproductive-system
WBGene00009307,F32A11.1,reproductive-system
WBGene00009308,F32A11.3,reproductive-system
WBGene00009311,mltn-1,epithelial-system
WBGene00009312,F32B4.1,nervous-system
WBGene00009313,F32B4.2,reproductive-system
WBGene00009320,prp-18,ubiquitous
WBGene00009321,F32B6.4,reproductive-system
WBGene00009322,tbc-3,ubiquitous
WBGene00009326,F32D8.1,nervous-system
WBGene00009330,F32D8.5,ubiquitous
WBGene00009335,F32D8.13,intestine
WBGene00009336,F32D8.14,ubiquitous
WBGene00009341,thoc-3,ubiquitous
WBGene00009342,fasn-1,ubiquitous
WBGene00009344,F32H2.7,reproductive-system
WBGene00009352,F33A8.4,ubiquitous
WBGene00009354,ilkp-1,nervous-system
WBGene00009356,F33A8.10,nervous-system
WBGene00009357,F33C8.2,nervous-system
WBGene00009359,clec-102,muscular-system
WBGene00009360,F33E2.4,nervous-system
WBGene00009361,F33E2.5,ubiquitous
WBGene00009362,F33E2.6,nervous-system
WBGene00009367,F33H2.3,ubiquitous
WBGene00009370,set-10,ubiquitous
WBGene00009377,F34D10.8,reproductive-system
WBGene00009378,F34H10.1,nervous-system
WBGene00009380,F34H10.3,ubiquitous
WBGene00009382,F34H10.5,nervous-system
WBGene00009383,F35B12.3,nervous-system
WBGene00009386,tag-290,epithelial-system
WBGene00009387,glb-15,nervous-system
WBGene00009394,clec-63,ubiquitous
WBGene00009397,clec-66,intestine
WBGene00009400,F35C5.12,nervous-system
WBGene00009413,oac-19,reproductive-system
WBGene00009422,F35E8.9,nervous-system
WBGene00009427,fbxa-181,reproductive-system
WBGene00009437,F35G2.3,reproductive-system
WBGene00009444,erh-2,ubiquitous
WBGene00009445,F35G12.12,ubiquitous
WBGene00009449,F35H8.4,reproductive-system
WBGene00009450,ugt-58,ubiquitous
WBGene00009454,F36A2.7,ubiquitous
WBGene00009456,F36A2.9,ubiquitous
WBGene00009458,F36A2.11,reproductive-system
WBGene00009459,F36A2.12,reproductive-system
WBGene00009460,ubr-5,ubiquitous
WBGene00009465,F36D1.6,reproductive-system
WBGene00009467,F36D1.8,epithelial-system
WBGene00009468,F36D1.9,nervous-system
WBGene00009471,F36D3.5,reproductive-system
WBGene00009473,F36D3.8,reproductive-system
WBGene00009478,syx-7,ubiquitous
WBGene00009479,fcp-1,ubiquitous
WBGene00009486,F36G9.7,nervous-system
WBGene00009488,oac-20,intestine
WBGene00009489,F36G9.13,reproductive-system
WBGene00009490,fbxa-99,intestine
WBGene00009491,F36G9.15,nervous-system
WBGene00009494,hrg-5,intestine
WBGene00009496,F36H1.11,epithelial-system
WBGene00009498,tat-5,ubiquitous
WBGene00009499,ent-6,ubiquitous
WBGene00009507,mus-101,ubiquitous
WBGene00009515,clec-170,intestine
WBGene00009517,clec-167,intestine
WBGene00009525,F38A1.13,intestine
WBGene00009526,clec-169,intestine
WBGene00009529,F38B2.2,nervous-system
WBGene00009530,F38B2.3,coelomic-system
WBGene00009535,F38C2.1,nervous-system
WBGene00009541,cutl-17,nervous-system
WBGene00009542,copb-2,ubiquitous
WBGene00009546,fbxb-3,epithelial-system
WBGene00009547,F38H4.3,nervous-system
WBGene00009550,F38H4.6,nervous-system
WBGene00009552,piki-1,ubiquitous
WBGene00009553,hinf-1,ubiquitous
WBGene00009554,F39B2.3,ubiquitous
WBGene00009559,mtx-1,ubiquitous
WBGene00009563,F39H2.3,ubiquitous
WBGene00009568,srbc-26,nervous-system
WBGene00009569,srz-66,nervous-system
WBGene00009571,F40D4.12,intestine
WBGene00009573,F40E10.5,ubiquitous
WBGene00009574,F40E10.6,ubiquitous
WBGene00009575,F40F8.1,ubiquitous
WBGene00009579,arrd-6,nervous-system
WBGene00009580,xbx-6,ubiquitous
WBGene00009583,aagr-3,ubiquitous
WBGene00009584,drap-1,ubiquitous
WBGene00009585,cal-7,nervous-system
WBGene00009589,F40F11.4,ubiquitous
WBGene00009592,F40F12.3,reproductive-system
WBGene00009594,cyld-1,ubiquitous
WBGene00009597,F40G12.2,nervous-system
WBGene00009605,F40G12.10,reproductive-system
WBGene00009608,nhr-265,nervous-system
WBGene00009609,oac-27,reproductive-system
WBGene00009620,fip-5,nervous-system
WBGene00009630,F42E8.1,nervous-system
WBGene00009632,ttyh-1,ubiquitous
WBGene00009647,phlp-2,nervous-system
WBGene00009650,ccnk-1,ubiquitous
WBGene00009652,F43D2.3,reproductive-system
WBGene00009661,patr-1,ubiquitous
WBGene00009664,idha-1,ubiquitous
WBGene00009666,slc-25A42,ubiquitous
WBGene00009670,F43G9.8,reproductive-system
WBGene00009680,msd-1,reproductive-system
WBGene00009683,F44D12.6,reproductive-system
WBGene00009684,msd-3,reproductive-system
WBGene00009685,F44D12.8,reproductive-system
WBGene00009686,ent-7,reproductive-system
WBGene00009688,F44E5.1,ubiquitous
WBGene00009695,clp-8,reproductive-system
WBGene00009701,egg-3,reproductive-system
WBGene00009704,F44F4.9,reproductive-system
WBGene00009705,F44F4.10,reproductive-system
WBGene00009709,fbxa-144,nervous-system
WBGene00009711,F44G4.1,ubiquitous
WBGene00009712,F44G4.2,ubiquitous
WBGene00009714,F44G4.5,reproductive-system
WBGene00009716,F44G4.7,nervous-system
WBGene00009717,dep-1,nervous-system
WBGene00009721,F45D3.1,reproductive-system
WBGene00009727,lips-1,nervous-system
WBGene00009729,F45E10.2,nervous-system
WBGene00009732,cope-1,ubiquitous
WBGene00009735,F45G2.9,ubiquitous
WBGene00009749,F46A8.6,reproductive-system
WBGene00009750,F46A8.7,nervous-system
WBGene00009751,F46A8.8,reproductive-system
WBGene00009756,F46B3.1,nervous-system
WBGene00009759,ttr-12,reproductive-system
WBGene00009760,F46B3.7,nervous-system
WBGene00009766,F46B3.15,reproductive-system
WBGene00009768,F46B6.2,nervous-system
WBGene00009769,F46B6.4,ubiquitous
WBGene00009771,F46B6.6,ubiquitous
WBGene00009775,F46B6.10,reproductive-system
WBGene00009783,rer-1,ubiquitous
WBGene00009784,F46C5.9,ubiquitous
WBGene00009789,F46F2.5,nervous-system
WBGene00009790,lgc-44,nervous-system
WBGene00009801,ipla-2,ubiquitous
WBGene00009802,F47B8.1,muscular-system
WBGene00009806,F47B8.5,epithelial-system
WBGene00009808,srm-4,nervous-system
WBGene00009812,suca-1,ubiquitous
WBGene00009814,F47B10.3,nervous-system
WBGene00009815,F47B10.4,reproductive-system
WBGene00009819,F47B10.8,ubiquitous
WBGene00009820,F47B10.9,reproductive-system
WBGene00009822,clec-113,nervous-system
WBGene00009823,gadr-6,ubiquitous
WBGene00009825,F47G4.4,nervous-system
WBGene00009826,F47G4.5,nervous-system
WBGene00009829,tmed-10,ubiquitous
WBGene00009830,cutl-18,intestine
WBGene00009834,lsy-27,ubiquitous
WBGene00009835,F47H4.2,intestine
WBGene00009844,cwp-5,nervous-system
WBGene00009851,F48F7.6,ubiquitous
WBGene00009852,arrd-24,intestine
WBGene00009854,clec-31,intestine
WBGene00009857,clec-28,intestine
WBGene00009859,clec-33,intestine
WBGene00009860,clec-32,intestine
WBGene00009862,fbxb-67,reproductive-system
WBGene00009863,F49B2.3,nervous-system
WBGene00009867,F49C5.4,nervous-system
WBGene00009869,F49C5.7,nervous-system
WBGene00009872,F49C12.2,nervous-system
WBGene00009873,F49C12.3,nervous-system
WBGene00009875,F49C12.5,nervous-system
WBGene00009878,F49C12.9,ubiquitous
WBGene00009881,F49C12.12,ubiquitous
WBGene00009882,vha-17,ubiquitous
WBGene00009883,nspg-11,intestine
WBGene00009887,glb-17,nervous-system
WBGene00009893,F49E11.7,reproductive-system
WBGene00009908,F49H6.5,muscular-system
WBGene00009914,F49H6.13,intestine
WBGene00009915,F52A8.1,ubiquitous
WBGene00009916,F52A8.3,nervous-system
WBGene00009917,glb-18,ubiquitous
WBGene00009920,abts-1,ubiquitous
WBGene00009925,F52B11.2,ubiquitous
WBGene00009930,F52D10.2,ubiquitous
WBGene00009931,F52D10.4,nervous-system
WBGene00009937,lsl-1,ubiquitous
WBGene00009938,F52F12.5,epithelial-system
WBGene00009949,F53A2.1,nervous-system
WBGene00009950,sdz-20,nervous-system
WBGene00009951,F53A2.3,nervous-system
WBGene00009952,acaa-2,ubiquitous
WBGene00009956,F53B2.5,reproductive-system
WBGene00009958,madd-4,nervous-system
WBGene00009959,F53B6.4,reproductive-system
WBGene00009965,frpr-9,nervous-system
WBGene00009966,isy-1,ubiquitous
WBGene00009967,F53B7.4,nervous-system
WBGene00009974,F53C11.4,ubiquitous
WBGene00009975,F53C11.5,ubiquitous
WBGene00009977,swan-1,ubiquitous
WBGene00009978,F53E4.1,ubiquitous
WBGene00009979,cutl-1,intestine
WBGene00009986,F53F4.2,nervous-system
WBGene00009987,tbcb-1,ubiquitous
WBGene00009992,F53F4.10,ubiquitous
WBGene00009993,F53F4.11,ubiquitous
WBGene00009994,F53F4.12,ubiquitous
WBGene00009996,sde-2,ubiquitous
WBGene00009997,F53F4.15,epithelial-system
WBGene00009998,klf-2,intestine
WBGene00009999,srsx-35,nervous-system
WBGene00010003,F53F8.6,nervous-system
WBGene00010010,gmeb-2,nervous-system
WBGene00010011,F53H4.6,epithelial-system
WBGene00010013,F54B3.1,reproductive-system
WBGene00010015,atad-3,ubiquitous
WBGene00010016,F54B8.1,epithelial-system
WBGene00010020,srbc-48,nervous-system
WBGene00010021,srbc-49,nervous-system
WBGene00010022,srbc-50,intestine
WBGene00010027,F54B11.4,nervous-system
WBGene00010028,F54B11.5,ubiquitous
WBGene00010034,F54B11.11,intestine
WBGene00010035,F54C8.1,reproductive-system
WBGene00010037,F54C8.4,ubiquitous
WBGene00010040,F54C8.7,ubiquitous
WBGene00010051,F54D5.5,ubiquitous
WBGene00010052,F54D5.7,ubiquitous
WBGene00010054,gtf-2E2,ubiquitous
WBGene00010055,F54D5.12,intestine
WBGene00010057,F54D5.15,nervous-system
WBGene00010062,lipl-1,intestine
WBGene00010068,F54F7.8,coelomic-system
WBGene00010069,F54F11.1,nervous-system
WBGene00010075,F55A11.1,ubiquitous
WBGene00010082,F55A11.11,muscular-system
WBGene00010087,F55B11.5,reproductive-system
WBGene00010089,hpo-31,ubiquitous
WBGene00010093,capg-2,ubiquitous
WBGene00010097,srpa-68,ubiquitous
WBGene00010105,fbxb-62,muscular-system
WBGene00010106,fbxb-61,muscular-system
WBGene00010110,F55D12.1,nervous-system
WBGene00010118,F55F3.4,nervous-system
WBGene00010119,F55G7.1,nervous-system
WBGene00010120,dot-1.4,nervous-system
WBGene00010121,F55G7.3,nervous-system
WBGene00010123,F55G11.2,intestine
WBGene00010124,F55G11.4,intestine
WBGene00010130,vha-14,ubiquitous
WBGene00010131,F55H2.5,ubiquitous
WBGene00010134,F55H12.3,intestine
WBGene00010139,F56A8.3,ubiquitous
WBGene00010140,F56A8.4,ubiquitous
WBGene00010142,F56A8.8,nervous-system
WBGene00010147,F56D5.2,reproductive-system
WBGene00010148,F56D5.3,nervous-system
WBGene00010155,F56F3.4,reproductive-system
WBGene00010157,oac-34,nervous-system
WBGene00010160,png-1,ubiquitous
WBGene00010167,bgnt-1.6,reproductive-system
WBGene00010171,oac-35,reproductive-system
WBGene00010172,oac-36,reproductive-system
WBGene00010174,F56H9.2,ubiquitous
WBGene00010181,F57A8.6,reproductive-system
WBGene00010184,F57A10.2,reproductive-system
WBGene00010186,nhr-283,nervous-system
WBGene00010192,F57B7.2,ubiquitous
WBGene00010199,bet-2,ubiquitous
WBGene00010200,F57C7.4,nervous-system
WBGene00010204,cpr-9,ubiquitous
WBGene00010205,F57F5.3,nervous-system
WBGene00010215,nhr-193,intestine
WBGene00010219,F57G9.3,epithelial-system
WBGene00010222,F57G12.2,nervous-system
WBGene00010228,clec-161,reproductive-system
WBGene00010232,F58B3.6,ubiquitous
WBGene00010233,rbm-17,ubiquitous
WBGene00010244,F58D5.5,nervous-system
WBGene00010246,F58D5.7,reproductive-system
WBGene00010247,F58D5.8,reproductive-system
WBGene00010259,ric-7,ubiquitous
WBGene00010260,ddx-17,ubiquitous
WBGene00010264,F58G1.2,ubiquitous
WBGene00010275,acc-1,nervous-system
WBGene00010277,F58G6.7,intestine
WBGene00010279,letm-1,ubiquitous
WBGene00010280,rde-12,ubiquitous
WBGene00010286,F58H1.3,intestine
WBGene00010297,F59A1.11,nervous-system
WBGene00010300,F59A1.15,reproductive-system
WBGene00010303,cri-3,ubiquitous
WBGene00010304,clpf-1,ubiquitous
WBGene00010310,F59B2.8,nervous-system
WBGene00010316,F59B8.1,nervous-system
WBGene00010317,idh-1,ubiquitous
WBGene00010318,F59B10.2,nervous-system
WBGene00010326,F59C6.5,ubiquitous
WBGene00010327,F59C6.8,nervous-system
WBGene00010333,copz-1,ubiquitous
WBGene00010335,F59F3.6,nervous-system
WBGene00010337,serp-1.1,ubiquitous
WBGene00010342,F59F5.3,intestine
WBGene00010343,F59F5.4,intestine
WBGene00010349,dyf-18,nervous-system
WBGene00010352,fbxb-76,nervous-system
WBGene00010355,clec-229,nervous-system
WBGene00010358,H03G16.1,nervous-system
WBGene00010361,H03G16.5,reproductive-system
WBGene00010365,H04D03.4,nervous-system
WBGene00010366,H05L14.1,reproductive-system
WBGene00010370,ctg-1,ubiquitous
WBGene00010383,mpst-3,ubiquitous
WBGene00010385,H12D21.9,muscular-system
WBGene00010388,srz-42,nervous-system
WBGene00010389,srz-31,nervous-system
WBGene00010392,oac-38,nervous-system
WBGene00010396,H13N06.2,epithelial-system
WBGene00010397,suox-1,intestine
WBGene00010399,clec-13,intestine
WBGene00010401,H16D19.3,epithelial-system
WBGene00010405,erfa-3,ubiquitous
WBGene00010406,math-33,ubiquitous
WBGene00010407,scb-1,ubiquitous
WBGene00010408,mboa-2,ubiquitous
WBGene00010410,nhr-267,epithelial-system
WBGene00010412,H25K10.2,muscular-system
WBGene00010413,H25K10.4,epithelial-system
WBGene00010417,clpr-3,nervous-system
WBGene00010418,H27A22.1,ubiquitous
WBGene00010419,atp-1,ubiquitous
WBGene00010420,mcrs-1,ubiquitous
WBGene00010425,lpin-1,ubiquitous
WBGene00010426,H37A05.2,reproductive-system
WBGene00010428,dcn-1,ubiquitous
WBGene00010432,H39E23.2,nervous-system
WBGene00010433,H40L08.1,ubiquitous
WBGene00010435,JC8.2,ubiquitous
WBGene00010436,JC8.4,ubiquitous
WBGene00010448,K01A6.6,nervous-system
WBGene00010450,metl-18,ubiquitous
WBGene00010465,miga-1,reproductive-system
WBGene00010466,K01D12.7,reproductive-system
WBGene00010471,cdr-6,ubiquitous
WBGene00010476,rnf-113,ubiquitous
WBGene00010478,K01G5.5,ubiquitous
WBGene00010479,K01G5.8,ubiquitous
WBGene00010480,tasp-1,ubiquitous
WBGene00010484,dph-3,ubiquitous
WBGene00010486,K01H12.4,reproductive-system
WBGene00010487,K02A11.2,reproductive-system
WBGene00010491,K02B7.3,ubiquitous
WBGene00010492,meg-1,reproductive-system
WBGene00010496,sec-12,ubiquitous
WBGene00010501,K02C4.2,nervous-system
WBGene00010504,K02D3.1,nervous-system
WBGene00010505,K02D3.2,epithelial-system
WBGene00010506,K02E2.1,nervous-system
WBGene00010508,K02E2.7,intestine
WBGene00010521,K03A11.4,nervous-system
WBGene00010523,K03B8.4,reproductive-system
WBGene00010530,srz-61,nervous-system
WBGene00010537,mys-2,reproductive-system
WBGene00010547,K03H1.12,reproductive-system
WBGene00010552,K04C1.2,nervous-system
WBGene00010556,rack-1,ubiquitous
WBGene00010557,mspn-1,ubiquitous
WBGene00010559,K04D7.6,nervous-system
WBGene00010560,eif-2beta,ubiquitous
WBGene00010562,cdc-48.3,ubiquitous
WBGene00010565,vacl-14,ubiquitous
WBGene00010566,K04G2.7,nervous-system
WBGene00010568,K04G2.10,ubiquitous
WBGene00010570,K04G11.1,muscular-system
WBGene00010571,K04G11.3,intestine
WBGene00010573,K04H4.2,nervous-system
WBGene00010576,clec-116,reproductive-system
WBGene00010579,K05C4.2,ubiquitous
WBGene00010580,K05C4.3,reproductive-system
WBGene00010581,K05C4.4,reproductive-system
WBGene00010582,K05C4.5,ubiquitous
WBGene00010583,K05C4.7,ubiquitous
WBGene00010585,K05C4.9,nervous-system
WBGene00010587,sol-2,nervous-system
WBGene00010594,swt-5,epithelial-system
WBGene00010596,K06A4.6,muscular-system
WBGene00010597,K06A4.7,intestine
WBGene00010600,nhr-196,nervous-system
WBGene00010601,nhr-268,nervous-system
WBGene00010604,nhr-199,nervous-system
WBGene00010606,cyp-13B2,reproductive-system
WBGene00010620,K07A12.1,ubiquitous
WBGene00010622,K07A12.4,ubiquitous
WBGene00010627,nol-56,ubiquitous
WBGene00010630,ttll-15,epithelial-system
WBGene00010639,K07F5.15,ubiquitous
WBGene00010641,crml-1,ubiquitous
WBGene00010642,mks-6,nervous-system
WBGene00010644,K07G5.5,intestine
WBGene00010645,fecl-1,ubiquitous
WBGene00010646,K08C7.1,intestine
WBGene00010651,K08C9.2,reproductive-system
WBGene00010652,K08C9.5,nervous-system
WBGene00010654,K08C9.7,intestine
WBGene00010656,K08D8.2,intestine
WBGene00010662,K08E3.2,nervous-system
WBGene00010664,dbn-1,ubiquitous
WBGene00010665,rml-1,ubiquitous
WBGene00010669,bath-37,nervous-system
WBGene00010671,eak-7,ubiquitous
WBGene00010681,mak-1,ubiquitous
WBGene00010682,nsph-1.1,nervous-system
WBGene00010684,K08F9.1,intestine
WBGene00010685,aipl-1,ubiquitous
WBGene00010687,K08F9.4,ubiquitous
WBGene00010693,K08H2.7,epithelial-system
WBGene00010697,uda-1,ubiquitous
WBGene00010698,K08H10.6,epithelial-system
WBGene00010701,ent-2,ubiquitous
WBGene00010705,cyp-14A1,nervous-system
WBGene00010706,cyp-14A2,intestine
WBGene00010708,phf-33,nervous-system
WBGene00010711,K09B11.4,nervous-system
WBGene00010712,K09B11.5,reproductive-system
WBGene00010714,mam-3,ubiquitous
WBGene00010717,K09C8.7,muscular-system
WBGene00010719,K09E4.1,reproductive-system
WBGene00010722,K09E4.4,nervous-system
WBGene00010730,ensa-1,ubiquitous
WBGene00010732,K10C3.5,ubiquitous
WBGene00010736,istr-1,ubiquitous
WBGene00010743,K10D6.3,reproductive-system
WBGene00010746,K10D11.2,intestine
WBGene00010748,K10D11.4,reproductive-system
WBGene00010759,cysl-2,ubiquitous
WBGene00010761,K10H10.5,muscular-system
WBGene00010762,K10H10.6,nervous-system
WBGene00010764,K10H10.9,nervous-system
WBGene00010766,mrps-27,ubiquitous
WBGene00010771,mter-4,reproductive-system
WBGene00010778,gpdh-2,ubiquitous
WBGene00010780,K11H3.3,ubiquitous
WBGene00010783,mrpl-36,ubiquitous
WBGene00010784,twk-48,nervous-system
WBGene00010785,top-2,ubiquitous
WBGene00010798,srbc-76,nervous-system
WBGene00010800,srsx-37,nervous-system
WBGene00010803,M01B2.10,ubiquitous
WBGene00010806,M01E5.3,ubiquitous
WBGene00010815,M01F1.9,reproductive-system
WBGene00010828,M02B1.3,ubiquitous
WBGene00010831,M02G9.2,intestine
