seqnames	start	end	width	strand	len	wbps_gene_id	gene_name	chip_signal_mean	chip_signal_max	log_chip_signal_mean	log_chip_signal_max	IDR_mean	IDR_max	IDR_value	IDR_nlogq	IDR_logTEN_max	IDR_logTEN_mean	IDR_logTEN_value	baseMean	log2FoldChange	lfcSE	pvalue	padj	class
WBGene00017923	chrIV	4646685	4647884	1200	+	1200	WBGene00017923	F29B9.8	-8.527716	13.360299	6.53821255829449	6.573157724139	NA	NA	NA	NA	NA	NA	NA	582.372424555557	-1.3343220272809	0.665833725530353	0.0138835158273091	0.0419350840674031	classC
WBGene00022823	chrX	3429921	3431120	1200	-	1200	WBGene00022823	ZK813.4	-1.10567	7.696955	6.64905591826603	6.48469154162129	NA	NA	NA	NA	NA	NA	NA	114.886570252129	-1.33490595190206	0.685239497663607	0.0159508735406385	0.0467602066898474	classC
WBGene00000452	chrX	3070223	3071422	1200	-	1200	WBGene00000452	ceh-31	-7.884328	13.024994	6.54816547736073	6.56806836936263	NA	NA	NA	NA	NA	NA	NA	150.639530893559	-1.33556660636207	0.574397514496814	0.00684764654140194	0.0239070379606724	classC
WBGene00004011	chrX	636794	637993	1200	-	1200	WBGene00004011	pha-2	-9.706866	0.037294	6.51979147376187	6.35569791826814	NA	NA	NA	NA	NA	NA	NA	205.30560776731	-1.3361106557471	0.583501571559826	0.00730004635551088	0.0251639910750423	classC
WBGene00015037	chrIV	3539172	3540371	1200	+	1200	WBGene00015037	B0212.3	42.276748	53.295238	7.16735276893831	7.07844576534228	NA	NA	NA	NA	NA	NA	NA	866.433612003161	-1.3361745730808	0.374534891881207	0.000132273638535906	0.000801873579321637	classC
WBGene00007170	chrIII	4764774	4765973	1200	+	1200	WBGene00007170	B0393.5	-10.306533	4.694336	6.51033226380991	6.43549070141721	NA	NA	NA	NA	NA	NA	NA	1099.39882134435	-1.33654919123985	0.550820369604856	0.00517242805610139	0.0189878352783778	classC
WBGene00004910	chrV	11308247	11309446	1200	-	1200	WBGene00004910	snf-11	20.452829	49.397564	6.92978587396481	7.0362280766982	NA	NA	NA	NA	NA	NA	NA	1412.7803168653	-1.33676114678643	0.654989728832764	0.0125804131826458	0.0389383342534976	classC
WBGene00006795	chrV	14734038	14735237	1200	-	1200	WBGene00006795	unc-61	-14.398879	15.044083	6.44406834277109	6.59844670600054	NA	NA	NA	NA	NA	NA	NA	5285.42310938318	-1.33685894427758	0.288894182051506	1.42901754988072e-06	1.28278033058858e-05	classC
WBGene00001107	chrIV	11620810	11622009	1200	-	1200	WBGene00001107	dsl-5	-4.00059	6.169355	6.6068293230544	6.4598700329435	NA	NA	NA	NA	NA	NA	NA	10.9900602804463	-1.3370353365935	1.34997963837625	0.0516041770212583	0.116756757191713	classD
WBGene00016264	chrI	6999507	7000706	1200	-	1200	WBGene00016264	C30F12.5	-26.069911	4.846208	6.23643190528201	6.43801997474378	NA	NA	NA	NA	NA	NA	NA	336.707079444711	-1.33742667288609	0.438964820357908	0.000828404206075327	0.00404589643873542	classC
WBGene00016309	chrII	957918	959117	1200	+	1200	WBGene00016309	sdz-4	-13.629921	-6.639533	6.45675387029699	6.23300331781998	NA	NA	NA	NA	NA	NA	NA	871.682680103379	-1.33785486573776	0.630416370917666	0.0105381900113109	0.033718769801281	classC
WBGene00003623	chrX	13007493	13008692	1200	+	1200	WBGene00003623	nhr-25	57.799482	111.714981	7.31529649677401	7.59672924557465	101.556871	111.714981	128.435741285875	3.57760667736254	2.04811141599273	2.00670931165454	2.10868589665538	4027.34315452333	-1.33788969607663	0.346897597085522	4.23806662142089e-05	0.000288730249088397	classA
WBGene00015748	chrX	2802112	2803311	1200	+	1200	WBGene00015748	C14A11.2	12.879103	18.263172	6.83726008260963	6.64559449852871	NA	NA	NA	NA	NA	NA	NA	329.044721253113	-1.33875552421818	0.627312181905877	0.0103413748359105	0.033224525148493	classC
WBGene00012791	chrIV	16774755	16775954	1200	+	1200	WBGene00012791	Y43D4A.5	133.249858	245.113785	7.87477604322684	8.35301965095764	181.696111	245.113785	68.7790527916027	2.09055647186435	2.3893677363075	2.25934563182474	1.83745619052914	101.861404286092	-1.33879944645329	0.635586832352125	0.0110476876798463	0.0350007020113885	classA
WBGene00007938	chrX	11196642	11197841	1200	-	1200	WBGene00007938	C34F6.1	-19.097241	-3.788427	6.36403827363013	6.28667721966607	NA	NA	NA	NA	NA	NA	NA	159.800175205984	-1.33898461089872	0.447849827607413	0.00103504926266044	0.00488838339461159	classC
WBGene00008902	chrX	12305865	12307064	1200	+	1200	WBGene00008902	phf-32	2.547725	15.323598	6.70064033590689	6.60260220956251	NA	NA	NA	NA	NA	NA	NA	13.4993754772129	-1.33957990816256	1.03467257853591	0.0425332739634902	0.100778888079234	classD
WBGene00018010	chrV	296947	298146	1200	+	1200	WBGene00018010	F33E11.2	12.749988	22.432671	6.83563012550456	6.70445787700519	NA	NA	NA	NA	NA	NA	NA	78.1331976408635	-1.33968858705046	0.585566744358296	0.00727966340298348	0.0251113819884133	classC
WBGene00020905	chrIV	5016976	5018175	1200	-	1200	WBGene00020905	T28H11.7	-16.342827	-11.067555	6.41149253156627	6.14547032800579	NA	NA	NA	NA	NA	NA	NA	14.0418144145548	-1.33980232573567	1.0968110910606	0.0444909467999329	0.104458394844851	classD
WBGene00044074	chrII	13924209	13925408	1200	+	1200	WBGene00044074	mltn-5	21.016222	68.513374	6.93643724321919	7.23238029609023	NA	NA	NA	NA	NA	NA	NA	13.1544792208596	-1.34048003052904	1.09756792485593	0.0530611806761613	0.119144613538972	classD
WBGene00013514	chrIV	9045153	9046352	1200	-	1200	WBGene00013514	Y73F4A.1	-5.538111	-0.228152	6.58388950312294	6.35101410253246	NA	NA	NA	NA	NA	NA	NA	118.692055416863	-1.34079914580902	0.555950261940274	0.00533316582100831	0.0194685863415702	classC
WBGene00018397	chrII	7370096	7371295	1200	-	1200	WBGene00018397	F43E2.11	-19.267699	-6.234882	6.36104962215151	6.24074381067389	NA	NA	NA	NA	NA	NA	NA	24.4467891241033	-1.34161044151229	0.885591037129857	0.0324172061208913	0.0819301225484126	classD
WBGene00086551	chrI	7818579	7819778	1200	+	1200	WBGene00086551	D2005.7	-19.295721	-10.922335	6.36055771746022	6.14842687634679	NA	NA	NA	NA	NA	NA	NA	238.411654762283	-1.34241623793358	0.54475830492273	0.00462046391458582	0.0172471861356881	classC
WBGene00009678	chrIV	10008753	10009952	1200	+	1200	WBGene00009678	magu-4	5.384554	28.807175	6.73946054232765	6.79004954523288	NA	NA	NA	NA	NA	NA	NA	1171.91180791852	-1.34242565163877	0.343543941811733	3.57296225527267e-05	0.000247720331123783	classC
WBGene00000279	chrIII	5085430	5086629	1200	-	1200	WBGene00000279	cah-1	3.016839	10.420787	6.70713238334737	6.52791761368595	NA	NA	NA	NA	NA	NA	NA	188.323135548467	-1.34279383971833	0.394063328653904	0.000236841071401274	0.00133757580606524	classC
WBGene00000553	chrIV	1823481	1824680	1200	+	1200	WBGene00000553	cmk-1	7.077135	28.356239	6.76213448190014	6.78415884124685	NA	NA	NA	NA	NA	NA	NA	637.55901461204	-1.34321847891124	0.582489187840242	0.00679451925588747	0.0237511496497909	classC
WBGene00018743	chrX	2879380	2880579	1200	-	1200	WBGene00018743	F53B3.5	33.398102	61.570728	7.07537046860779	7.16418408107404	NA	NA	NA	NA	NA	NA	NA	14609.0760176519	-1.34480104865325	0.349184021378198	4.1575123761935e-05	0.000283971572125411	classC
WBGene00010189	chrV	13208645	13209844	1200	+	1200	WBGene00010189	F57B1.6	-0.381455	8.981699	6.65942916042381	6.50524134849862	NA	NA	NA	NA	NA	NA	NA	487.230991348575	-1.34511230537787	0.555363092261369	0.00504836238998768	0.0185845683027812	classC
WBGene00077669	chrV	20335165	20336364	1200	-	1200	WBGene00077669	Y38H6A.5	10.909584	24.376982	6.81219427754226	6.73110682722743	NA	NA	NA	NA	NA	NA	NA	99.5292365774965	-1.34552137157738	0.621963216587304	0.0099054582050361	0.0321505307353265	classC
WBGene00021358	chrIV	3697501	3698700	1200	+	1200	WBGene00021358	Y37E11AL.2	12.910417	31.081724	6.8376551154973	6.81940142117634	NA	NA	NA	NA	NA	NA	NA	28.821041544227	-1.34626709697808	0.814183643284204	0.0264457735155297	0.0700671892116169	classD
WBGene00020561	chrIII	614348	615547	1200	-	1200	WBGene00020561	T19C3.3	-5.062716	2.093114	6.59102143219749	6.39146709853453	NA	NA	NA	NA	NA	NA	NA	94.9329728021813	-1.34644307796952	0.971874507848264	0.038913349624611	0.0942512274064115	classD
WBGene00015714	chrX	3488293	3489492	1200	+	1200	WBGene00015714	C12D12.3	-10.433056	-4.300968	6.50832852881082	6.27717436095244	NA	NA	NA	NA	NA	NA	NA	43.4278233559423	-1.34708794759921	0.583408945448568	0.00717175954665017	0.024852807729328	classC
WBGene00018188	chrX	16431443	16432642	1200	+	1200	WBGene00018188	F38E9.6	-9.690639	10.373645	6.52004658029344	6.52718039813315	NA	NA	NA	NA	NA	NA	NA	13.3054361192352	-1.34719996192962	1.11084194252234	0.0520944220908334	0.1175007650572	classD
WBGene00019148	chrX	8506876	8508075	1200	+	1200	WBGene00019148	H03E18.1	-6.896589	6.301828	6.56331296464855	6.46203953805894	NA	NA	NA	NA	NA	NA	NA	794.573716591468	-1.34720128507015	0.526095794986835	0.00366451882485515	0.0141521537244539	classC
WBGene00185089	chrII	4230385	4231584	1200	+	1200	WBGene00185089	C16A11.10	2.81567	29.620073	6.70435199162302	6.80060827784363	NA	NA	NA	NA	NA	NA	NA	108.507416605717	-1.34752533888296	0.573709864304855	0.00614532859794886	0.0218606787227944	classC
WBGene00012382	chrIV	11063938	11065137	1200	-	1200	WBGene00012382	ttr-16	-21.113442	-9.245569	6.32828529769661	6.18213254878723	NA	NA	NA	NA	NA	NA	NA	2292.97093749904	-1.34779566909563	0.732726210753403	0.0187186435174757	0.0531020355730067	classD
WBGene00015328	chrIV	5103080	5104279	1200	-	1200	WBGene00015328	C02B10.3	15.820907	44.936501	6.8739072386398	6.98634143845745	NA	NA	NA	NA	NA	NA	NA	2671.68991532227	-1.34855728809798	0.461547533691259	0.00119254800931345	0.00551926301431667	classC
WBGene00006538	chrX	9436694	9437893	1200	-	1200	WBGene00006538	tbb-4	-18.353888	-3.202402	6.37699964285869	6.29746637200049	NA	NA	NA	NA	NA	NA	NA	1936.7549870743	-1.34868327641254	0.578159430087517	0.00632396462652638	0.0223976601994742	classC
WBGene00010787	chrII	11860029	11861228	1200	+	1200	WBGene00010787	K12D12.5	50.841126	116.320656	7.25084662313574	7.63065334786745	103.064152	116.320656	84.4452142613245	2.93529128845673	2.06565684276167	2.0131076342862	1.92657504196159	374.480076280794	-1.35020386259017	0.467800545533559	0.00134596275192561	0.00612380269456482	classA
WBGene00006814	chrIV	7423498	7424697	1200	+	1200	WBGene00006814	unc-82	-23.737828	-11.884325	6.2803793802167	6.12872780229087	NA	NA	NA	NA	NA	NA	NA	3049.69750099171	-1.35063138127396	0.495679274029797	0.00211569510028778	0.00896849874584926	classC
WBGene00017785	chrV	7448353	7449552	1200	+	1200	WBGene00017785	F25E5.4	-15.795258	0.653864	6.42074310657061	6.36651901939963	NA	NA	NA	NA	NA	NA	NA	9.14833549591517	-1.35092219270326	1.18878476709325	0.0532512628881741	0.119463601771548	classD
WBGene00019321	chrX	2508350	2509549	1200	-	1200	WBGene00019321	K02E10.7	-11.960941	1.804485	6.48390921896609	6.38649844364091	NA	NA	NA	NA	NA	NA	NA	26.4430163606191	-1.35117132067974	0.650028131010463	0.0117795529587088	0.0368658036369321	classC
WBGene00015510	chrIV	7834476	7835675	1200	-	1200	WBGene00015510	erp-44.2	4.419379	13.33797	6.72636963606231	6.57281936563315	NA	NA	NA	NA	NA	NA	NA	2234.31621224515	-1.35123652774244	0.368282202221162	8.44513365269009e-05	0.000537452470680933	classC
WBGene00000523	chrX	7430465	7431664	1200	+	1200	WBGene00000523	clc-2	8.001021	17.552025	6.77436221229615	6.6353106043523	NA	NA	NA	NA	NA	NA	NA	206.28387642525	-1.35128519090882	0.384275244384711	0.000164826275583062	0.000972594034081279	classC
WBGene00018133	chrIII	6717570	6718769	1200	+	1200	WBGene00018133	F37A4.3	-25.142784	-15.303875	6.25406400769343	6.05644298013455	NA	NA	NA	NA	NA	NA	NA	168.278456762849	-1.35128862565623	0.809817866910503	0.0259479601814667	0.0689513396825983	classD
WBGene00001695	chrV	9220866	9222065	1200	+	1200	WBGene00001695	grd-6	-10.930034	18.551855	6.50043088093623	6.64974831308904	NA	NA	NA	NA	NA	NA	NA	165.727882240226	-1.35157936131253	0.441773494490263	0.000773107459778861	0.00381093986330801	classC
WBGene00018659	chrII	1925462	1926661	1200	+	1200	WBGene00018659	F52C6.2	-8.061042	8.639311	6.54543862491211	6.49979331144848	NA	NA	NA	NA	NA	NA	NA	207.471718989254	-1.35239344514321	0.487678593886074	0.00191081993375535	0.00824072607314809	classC
WBGene00001132	chrIV	8851494	8852693	1200	+	1200	WBGene00001132	alp-1	0.667235	13.345408	6.67431902196629	6.57293208484976	NA	NA	NA	NA	NA	NA	NA	2087.11502889401	-1.35385387860576	0.656732725259542	0.0118895424140734	0.0371162637131365	classC
WBGene00017252	chrII	2772067	2773266	1200	-	1200	WBGene00017252	sdz-10	-18.100347	-7.465063	6.38139397603758	6.21708194031922	NA	NA	NA	NA	NA	NA	NA	396.416207028088	-1.35388153142816	0.695767761762523	0.0152884270406829	0.0451947562887648	classC
WBGene00020732	chrX	17670027	17671226	1200	+	1200	WBGene00020732	T23E7.2	-23.864557	-0.780718	6.27802529464084	6.34121498358264	NA	NA	NA	NA	NA	NA	NA	2756.1670399989	-1.35449410641224	0.743828984638478	0.0189401011438199	0.0536526781968348	classD
WBGene00044294	chrIV	6656981	6658180	1200	+	1200	WBGene00044294	C01B10.11	-0.158348	23.376038	6.66260984772587	6.71744926124482	NA	NA	NA	NA	NA	NA	NA	1594.43527719651	-1.35486272492592	0.613742892031968	0.00868354697628185	0.0289461404474494	classC
WBGene00000370	chrIV	15275605	15276804	1200	-	1200	WBGene00000370	ccg-1	1.526784	9.54329	6.68640978861642	6.51413300931363	NA	NA	NA	NA	NA	NA	NA	434.850670411826	-1.35531711090036	0.809688575685303	0.0252443590363942	0.067439779098316	classD
WBGene00012564	chrV	18122939	18124138	1200	+	1200	WBGene00012564	fbxa-107	2.513086	10.9603	6.70015980815101	6.53632790331678	NA	NA	NA	NA	NA	NA	NA	168.452685463058	-1.35542723706251	0.421390646977161	0.000483871523089112	0.00252949255167107	classC
WBGene00022558	chrII	1648669	1649868	1200	-	1200	WBGene00022558	fbxb-21	-31.623632	-23.416695	6.12604581352192	5.86890145492079	NA	NA	NA	NA	NA	NA	NA	155.215188296258	-1.35587817849306	0.598125194857142	0.00744102710339927	0.0255377612609052	classC
WBGene00007257	chrI	7226789	7227988	1200	+	1200	WBGene00007257	C01H6.8	-8.291006	16.666584	6.54188234287553	6.62240293016538	NA	NA	NA	NA	NA	NA	NA	240.016882885768	-1.35751214939808	0.553196922350731	0.0046251544672166	0.0172552949771051	classC
WBGene00020008	chrII	4082054	4083253	1200	+	1200	WBGene00020008	R11F4.2	8.622049	17.85603	6.78252372168055	6.63971579316215	NA	NA	NA	NA	NA	NA	NA	43.3545085501879	-1.35828350362935	0.75726758266345	0.0227796422965095	0.0620893064399445	classD
WBGene00044259	chrIV	15244955	15246154	1200	+	1200	WBGene00044259	Y73F8A.36	-7.75845	-2.023312	6.5501047471231	6.31893282014544	NA	NA	NA	NA	NA	NA	NA	11.4544008122155	-1.36086204903902	2.03419625251953	0.0425975323034312	0.100882395387527	classD
WBGene00017601	chrV	7558594	7559793	1200	-	1200	WBGene00017601	ets-7	-10.689653	-6.221889	6.50425625662026	6.24099166447797	NA	NA	NA	NA	NA	NA	NA	421.378321172142	-1.3610834783214	0.602923671951621	0.00748547190948391	0.0256364669168181	classC
WBGene00000599	chrV	9165108	9166307	1200	-	1200	WBGene00000599	col-10	-19.16657	5.650636	6.36282347052235	6.45134345448312	NA	NA	NA	NA	NA	NA	NA	668.660557918016	-1.36160850040012	0.88419275017825	0.0307127360670551	0.0785282308304544	classD
WBGene00012009	chrIV	10743775	10744974	1200	+	1200	WBGene00012009	T25B9.3	-15.31539	-6.53744	6.42880146519366	6.23496015628294	NA	NA	NA	NA	NA	NA	NA	192.696646230504	-1.36196833424836	0.539096304159524	0.00377466374149954	0.0145140667762737	classC
WBGene00013960	chrI	8269304	8270503	1200	+	1200	WBGene00013960	cutl-8	-29.203345	-13.742998	6.17519309044588	6.08988777588113	NA	NA	NA	NA	NA	NA	NA	360.605064160273	-1.36369907599899	0.694795299166162	0.0145945538469496	0.04363762657217	classC
WBGene00002134	chrI	3758840	3760039	1200	-	1200	WBGene00002134	inx-12	21.798522	34.391769	6.94562245028078	6.8610764813226	NA	NA	NA	NA	NA	NA	NA	2549.48980711018	-1.36370560580554	0.386696763147431	0.000145234486003672	0.000869014401609527	classC
WBGene00006820	chrI	4034702	4035901	1200	+	1200	WBGene00006820	unc-89	-1.987854	9.794973	6.63631841771463	6.51810018773209	NA	NA	NA	NA	NA	NA	NA	7790.54670926019	-1.36389295055303	0.62676512591891	0.00855396914513423	0.0286212130352546	classC
WBGene00019204	chrV	8928779	8929978	1200	-	1200	WBGene00019204	H14N18.4	-4.009624	8.820283	6.60669559548515	6.50267547944088	NA	NA	NA	NA	NA	NA	NA	90.8875501327809	-1.36395403906979	0.50144967725555	0.00224402976338172	0.00942694362368151	classC
WBGene00001103	chrIV	1207881	1209080	1200	-	1200	WBGene00001103	dsl-1	-17.202413	16.404072	6.39685006129689	6.61855381420357	NA	NA	NA	NA	NA	NA	NA	533.615237303762	-1.3641485520092	0.606769425794586	0.00775230975615746	0.0263707602423296	classC
WBGene00012261	chrX	11056401	11057600	1200	+	1200	WBGene00012261	lpr-3	36.314164	96.465492	7.10623211773454	7.47834803616078	NA	NA	NA	NA	NA	NA	NA	8280.63653622452	-1.36518421827008	0.396870811328961	0.000204377193405738	0.00117452513081165	classC
WBGene00007516	chrX	9583668	9584867	1200	+	1200	WBGene00007516	gpx-5	1.878982	13.261337	6.69133483143954	6.5716575172842	NA	NA	NA	NA	NA	NA	NA	212.281794470049	-1.36583297657006	0.654804945286674	0.0113566394398035	0.0357714992728933	classC
WBGene00001594	chrII	7174744	7175943	1200	-	1200	WBGene00001594	glc-4	4.927466	27.072174	6.73327574955917	6.76725176449082	NA	NA	NA	NA	NA	NA	NA	242.705560665542	-1.36612080320962	0.812705143546182	0.024539238955349	0.0658520499206752	classD
WBGene00009606	chrV	14285171	14286370	1200	+	1200	WBGene00009606	F40G12.11	-21.413205	-16.052282	6.32289316944781	6.04012769165686	NA	NA	NA	NA	NA	NA	NA	143.577071827562	-1.36620312926996	0.8562247677967	0.027698685497093	0.0726068013042406	classD
WBGene00010066	chrX	11864383	11865582	1200	+	1200	WBGene00010066	F54F7.6	-11.652063	9.448815	6.48887928395178	6.51264101710278	NA	NA	NA	NA	NA	NA	NA	632.831784174718	-1.36724098377779	0.513228803385255	0.00250498985112568	0.0103285412949294	classC
WBGene00001401	chrII	6080644	6081843	1200	-	1200	WBGene00001401	fbf-1	-9.766527	-0.690104	6.51885314831842	6.34282648741955	NA	NA	NA	NA	NA	NA	NA	113.036819123131	-1.3676079272002	0.56918596166343	0.00534658341561018	0.0195030476313517	classC
WBGene00000248	chrIII	3541440	3542639	1200	-	1200	WBGene00000248	ben-1	-2.763252	11.827713	6.62502913343024	6.54974777144064	NA	NA	NA	NA	NA	NA	NA	3580.90425937335	-1.36817402781136	0.403399862204514	0.000242802025076901	0.00136808931912046	classC
WBGene00009193	chrII	10143993	10145192	1200	-	1200	WBGene00009193	F27E5.3	21.466958	143.26355	6.94173660092139	7.81455645390422	120.90232	143.26355	120.665266607292	3.57760667736254	2.15613570855867	2.08243463463688	2.08158227679482	30.2478167697365	-1.36835087976587	0.646010578982384	0.0105861316284654	0.0338390459192831	classA
WBGene00020073	chrII	2130070	2131269	1200	+	1200	WBGene00020073	sdz-28	-3.213169	12.247703	6.61843790821365	6.55620091443658	NA	NA	NA	NA	NA	NA	NA	2985.6646857734	-1.36901623673313	0.760403232610852	0.0196204477645603	0.0551721294896753	classD
WBGene00000063	chrV	11080052	11081251	1200	+	1200	WBGene00000063	act-1	194.61875	388.072174	8.20986997139623	8.8763007256285	360.433618	388.072174	312.211437046106	3.57760667736254	2.58891250357099	2.55682529127203	2.49444880825566	4907.33516507729	-1.37040426145891	0.355270218235124	3.883982341605e-05	0.000267112305919497	classA
WBGene00013702	chrI	10119119	10120318	1200	-	1200	WBGene00013702	Y106G6D.6	-35.86805	-15.249214	6.03559505554136	6.05762739220205	NA	NA	NA	NA	NA	NA	NA	5.4652049302799	-1.37062927472586	1.39562570529745	0.0503687053456426	0.114529537056508	classD
WBGene00017428	chrX	5805723	5806922	1200	-	1200	WBGene00017428	F13D11.3	-9.473439	8.20174	6.52345687071395	6.49280065175834	NA	NA	NA	NA	NA	NA	NA	35.0396409566135	-1.37106359351671	0.603199632590561	0.00738590070690236	0.0253862654388624	classC
WBGene00021774	chrII	1535231	1536430	1200	+	1200	WBGene00021774	fbxb-43	-11.414292	0.208242	6.49269355796111	6.35870627936702	NA	NA	NA	NA	NA	NA	NA	433.921847414467	-1.37125026061544	0.714017141000537	0.0157854806695033	0.0463914321024329	classC
WBGene00002085	chrII	5987524	5988723	1200	+	1200	WBGene00002085	ins-2	-12.587924	-3.043217	6.47376766040223	6.30038320325733	NA	NA	NA	NA	NA	NA	NA	567.126354237604	-1.37241007585599	0.726628374604596	0.0164959260854491	0.0479832558564434	classC
WBGene00011101	chrX	15116415	15117614	1200	-	1200	WBGene00011101	R07D5.2	-3.608673	6.61438	6.6126188507576	6.4671452977114	NA	NA	NA	NA	NA	NA	NA	519.584688449201	-1.37243953323607	0.354291785306162	3.89498711150241e-05	0.000267775244321796	classC
WBGene00077763	chrIV	14572508	14573707	1200	-	1200	WBGene00077763	glb-34	-14.544688	14.055607	6.44165029483175	6.58365443546394	NA	NA	NA	NA	NA	NA	NA	13.1171504629418	-1.37263906512587	1.03911135133149	0.047435019250976	0.109496347839078	classD
WBGene00019518	chrX	16557434	16558633	1200	+	1200	WBGene00019518	K08B5.1	3.929034	25.504427	6.71967318353375	6.74633719635632	NA	NA	NA	NA	NA	NA	NA	40.4891617747084	-1.37303406162523	0.855968104440128	0.0299848284338716	0.0771712931245187	classD
WBGene00018819	chrII	1374790	1375989	1200	-	1200	WBGene00018819	rog-1	-2.632337	11.804769	6.62694137873971	6.5493944041752	NA	NA	NA	NA	NA	NA	NA	1208.37784051544	-1.37315169581983	0.387450388622924	0.000134418915197731	0.000812228158560779	classC
WBGene00017841	chrII	4771183	4772382	1200	-	1200	WBGene00017841	F26G1.5	-20.95266	33.940556	6.33116915743193	6.85546586556151	NA	NA	NA	NA	NA	NA	NA	195.725917609575	-1.37411328432396	0.914033785785054	0.0312530523120655	0.0796514251622729	classD
WBGene00001453	chrIV	7867907	7869106	1200	+	1200	WBGene00001453	flp-10	-28.278394	-10.425957	6.19354199759899	6.15848717889243	NA	NA	NA	NA	NA	NA	NA	100.549026252445	-1.37475523647966	0.917347543440313	0.0322165480383138	0.0815348868675466	classD
WBGene00021458	chrI	2278845	2280044	1200	+	1200	WBGene00021458	Y39G10AL.1	18.236493	30.083889	6.90331828344935	6.8065983393075	NA	NA	NA	NA	NA	NA	NA	1767.76400096466	-1.37534955602831	0.671625342404993	0.0118863022445511	0.0371120554321275	classC
WBGene00006666	chrV	7036376	7037575	1200	-	1200	WBGene00006666	twk-11	-10.382115	-2.764214	6.50913561220636	6.30548134037141	NA	NA	NA	NA	NA	NA	NA	798.133791740741	-1.37586783534053	0.548170065920172	0.00393796162240011	0.0150475704776458	classC
WBGene00003976	chrIV	5001748	5002947	1200	+	1200	WBGene00003976	pes-1	-6.300041	-0.992562	6.57238489448487	6.33744045440015	NA	NA	NA	NA	NA	NA	NA	513.340142845535	-1.37615854428611	0.550447711206215	0.00392940059156735	0.0150207100376149	classC
WBGene00011328	chrV	13703271	13704470	1200	+	1200	WBGene00011328	T01D3.3	-10.208385	10.702865	6.51188471163199	6.53232094949504	NA	NA	NA	NA	NA	NA	NA	1148.30385354317	-1.37643350477568	0.548959262332219	0.00379663184346344	0.0145870983305959	classC
WBGene00018808	chrII	3821097	3822296	1200	-	1200	WBGene00018808	F54D10.7	-2.0052	5.675148	6.63606683497452	6.45174751328939	NA	NA	NA	NA	NA	NA	NA	78.2376603714724	-1.37717569846872	0.553235693097474	0.00397712825014267	0.015176535700058	classC
WBGene00001545	chrV	16253588	16254787	1200	-	1200	WBGene00001545	gcy-20	2.915761	18.809753	6.70573603652533	6.65344907944631	NA	NA	NA	NA	NA	NA	NA	27.9683468537945	-1.37726636119575	0.871385740369831	0.0303262834499644	0.0778050652174758	classD
WBGene00011437	chrV	11756658	11757857	1200	+	1200	WBGene00011437	smoc-1	-18.474965	-7.476299	6.37489642363158	6.21686402341565	NA	NA	NA	NA	NA	NA	NA	53.6299707645576	-1.37776997987466	0.802062889159315	0.0235713280986929	0.0637332750262263	classD
WBGene00015706	chrV	7675204	7676403	1200	+	1200	WBGene00015706	C12D5.3	-21.155518	-5.205903	6.32752965059494	6.260241893417	NA	NA	NA	NA	NA	NA	NA	5.22379614139574	-1.37870951303971	1.45064173822615	0.0474105991669398	0.109465743620996	classD
WBGene00010711	chrIV	13428540	13429739	1200	+	1200	WBGene00010711	K09B11.4	1.396631	10.008691	6.68458550076514	6.52146039532816	NA	NA	NA	NA	NA	NA	NA	69.8941607915217	-1.37883066538294	0.871563905299704	0.0276622723111624	0.0725413275796311	classD
WBGene00008171	chrIII	9561059	9562258	1200	-	1200	WBGene00008171	C48B4.8	4.717515	13.985381	6.73042602179946	6.58259772977554	NA	NA	NA	NA	NA	NA	NA	56.9324073577495	-1.37920493761167	0.725749775984411	0.0166620068691041	0.0483373173688224	classC
WBGene00012228	chrII	14143670	14144869	1200	-	1200	WBGene00012228	W03H9.2	153.397716	322.078613	7.99358636417872	8.65798293318457	316.188721	322.078613	268.167736174248	3.57760667736254	2.50796188730196	2.49994637383519	2.42840652577374	440.682641071646	-1.37954361303295	0.364063935598454	5.28160945455608e-05	0.000351283444698755	classA
WBGene00021719	chrII	3477072	3478271	1200	-	1200	WBGene00021719	fbxb-104	-14.984796	0.993571	6.43432701484143	6.37244654386785	NA	NA	NA	NA	NA	NA	NA	636.367100228043	-1.37974959572378	0.780161560825036	0.0205823201273801	0.057343981104891	classD
WBGene00001736	chrV	3575660	3576859	1200	-	1200	WBGene00001736	grl-27	-12.688372	0.116233	6.47213625043716	6.35708787479283	NA	NA	NA	NA	NA	NA	NA	18.8042894303235	-1.38011526914253	0.844682163002818	0.0270976832231543	0.0713955991052372	classD
WBGene00206377	chrII	11771664	11772863	1200	+	1200	WBGene00206377	F44E5.15	-20.65506	-3.725496	6.33649188508351	6.28783970042465	NA	NA	NA	NA	NA	NA	NA	149.105055249768	-1.38071623647879	0.461653935251279	0.000942589317699051	0.00451917547723031	classC
WBGene00013280	chrII	12412318	12413517	1200	-	1200	WBGene00013280	Y57A10C.1	-22.764841	-0.118771	6.29832650520092	6.35294598130976	NA	NA	NA	NA	NA	NA	NA	337.636409897438	-1.38073742647156	0.859086420477614	0.0267323115151678	0.0706355325418969	classD
WBGene00007600	chrI	12201232	12202431	1200	+	1200	WBGene00007600	C15C6.1	-19.096924	-8.249361	6.36404382584866	6.2017912553171	NA	NA	NA	NA	NA	NA	NA	349.941235564503	-1.38113908874866	1.4142655121594	0.0448036256660995	0.105054191729214	classD
