Gene stable ID,Genome project,Gene name,Transcript biotype
WBGene00194994,caenorhabditis_elegans_prjna13758,T27E4.12,snRNA
WBGene00194995,caenorhabditis_elegans_prjna13758,C05G6.4,snRNA
WBGene00194996,caenorhabditis_elegans_prjna13758,Y69A2AR.36,snRNA
WBGene00194997,caenorhabditis_elegans_prjna13758,F42C5.12,snRNA
WBGene00194998,caenorhabditis_elegans_prjna13758,C16C4.18,protein_coding
WBGene00194999,caenorhabditis_elegans_prjna13758,B0205.15,snRNA
WBGene00195000,caenorhabditis_elegans_prjna13758,F54D8.7,snRNA
WBGene00195001,caenorhabditis_elegans_prjna13758,Y17G9A.85,snRNA
WBGene00195002,caenorhabditis_elegans_prjna13758,T08B6.62,snRNA
WBGene00195003,caenorhabditis_elegans_prjna13758,Y46C8AL.11,protein_coding
WBGene00195004,caenorhabditis_elegans_prjna13758,K08D12.8,protein_coding
WBGene00195005,caenorhabditis_elegans_prjna13758,ZK809.10,ncRNA
WBGene00195006,caenorhabditis_elegans_prjna13758,C35B1.9,protein_coding
WBGene00195007,caenorhabditis_elegans_prjna13758,mir-5595,pre_miRNA
WBGene00195007,caenorhabditis_elegans_prjna13758,mir-5595,miRNA
WBGene00195007,caenorhabditis_elegans_prjna13758,mir-5595,miRNA
WBGene00195008,caenorhabditis_elegans_prjna13758,mir-4813,pre_miRNA
WBGene00195008,caenorhabditis_elegans_prjna13758,mir-4813,miRNA
WBGene00195008,caenorhabditis_elegans_prjna13758,mir-4813,miRNA
WBGene00195009,caenorhabditis_elegans_prjna13758,F17E9.16,protein_coding
WBGene00195010,caenorhabditis_elegans_prjna13758,Y37E11AL.12,protein_coding
WBGene00195011,caenorhabditis_elegans_prjna13758,ZK180.8,protein_coding
WBGene00195011,caenorhabditis_elegans_prjna13758,ZK180.8,protein_coding
WBGene00195012,caenorhabditis_elegans_prjna13758,Y38C1BA.4,protein_coding
WBGene00195016,caenorhabditis_elegans_prjna13758,srpr-2.1,ncRNA
WBGene00195017,caenorhabditis_elegans_prjna13758,srpr-2.2,ncRNA
WBGene00195018,caenorhabditis_elegans_prjna13758,srpr-3,ncRNA
WBGene00195019,caenorhabditis_elegans_prjna13758,Y59H11AR.8,ncRNA
WBGene00195020,caenorhabditis_elegans_prjna13758,Y59H11AR.9,ncRNA
WBGene00195021,caenorhabditis_elegans_prjna13758,K08F11.7,ncRNA
WBGene00195022,caenorhabditis_elegans_prjna13758,F39E9.15,ncRNA
WBGene00195023,caenorhabditis_elegans_prjna13758,F39E9.16,ncRNA
WBGene00195024,caenorhabditis_elegans_prjna13758,F39E9.17,ncRNA
WBGene00195025,caenorhabditis_elegans_prjna13758,F39E9.18,ncRNA
WBGene00195026,caenorhabditis_elegans_prjna13758,F39E9.19,ncRNA
WBGene00195027,caenorhabditis_elegans_prjna13758,F39E9.20,ncRNA
WBGene00195028,caenorhabditis_elegans_prjna13758,F39E9.21,ncRNA
WBGene00195029,caenorhabditis_elegans_prjna13758,Y37E11B.11,ncRNA
WBGene00195030,caenorhabditis_elegans_prjna13758,F10E7.12,ncRNA
WBGene00195031,caenorhabditis_elegans_prjna13758,Y37E3.23,ncRNA
WBGene00195032,caenorhabditis_elegans_prjna13758,Y37E3.24,ncRNA
WBGene00195033,caenorhabditis_elegans_prjna13758,Y37E3.25,ncRNA
WBGene00195034,caenorhabditis_elegans_prjna13758,F40G9.20,ncRNA
WBGene00195035,caenorhabditis_elegans_prjna13758,Y46H3C.9,ncRNA
WBGene00195036,caenorhabditis_elegans_prjna13758,T08D2.10,ncRNA
WBGene00195037,caenorhabditis_elegans_prjna13758,F59H5.4,ncRNA
WBGene00195038,caenorhabditis_elegans_prjna13758,F59H6.13,ncRNA
WBGene00195039,caenorhabditis_elegans_prjna13758,K08A2.9,ncRNA
WBGene00195040,caenorhabditis_elegans_prjna13758,K08A2.10,ncRNA
WBGene00195043,caenorhabditis_elegans_prjna13758,Y57G11C.1135,ncRNA
WBGene00195045,caenorhabditis_elegans_prjna13758,W05F2.8,protein_coding
WBGene00195045,caenorhabditis_elegans_prjna13758,W05F2.8,protein_coding
WBGene00195046,caenorhabditis_elegans_prjna13758,F42A9.11,protein_coding
WBGene00195048,caenorhabditis_elegans_prjna13758,K08D10.13,protein_coding
WBGene00195049,caenorhabditis_elegans_prjna13758,CC8.3,protein_coding
WBGene00195050,caenorhabditis_elegans_prjna13758,T22D1.17,protein_coding
WBGene00195050,caenorhabditis_elegans_prjna13758,T22D1.17,protein_coding
WBGene00195051,caenorhabditis_elegans_prjna13758,T22D1.18,protein_coding
WBGene00195056,caenorhabditis_elegans_prjna13758,C45E1.5,protein_coding
WBGene00195057,caenorhabditis_elegans_prjna13758,B0261.9,protein_coding
WBGene00195058,caenorhabditis_elegans_prjna13758,C54E10.7,protein_coding
WBGene00195060,caenorhabditis_elegans_prjna13758,linc-14,lincRNA
WBGene00195060,caenorhabditis_elegans_prjna13758,linc-14,lincRNA
WBGene00195061,caenorhabditis_elegans_prjna13758,ZK228.13,protein_coding
WBGene00195063,caenorhabditis_elegans_prjna13758,coa-1,protein_coding
WBGene00195063,caenorhabditis_elegans_prjna13758,coa-1,protein_coding
WBGene00195064,caenorhabditis_elegans_prjna13758,F17C11.20,antisense_RNA
WBGene00195064,caenorhabditis_elegans_prjna13758,F17C11.20,antisense_RNA
WBGene00195064,caenorhabditis_elegans_prjna13758,F17C11.20,antisense_RNA
WBGene00195065,caenorhabditis_elegans_prjna13758,F20G2.9,antisense_RNA
WBGene00195067,caenorhabditis_elegans_prjna13758,C04C3.9,protein_coding
WBGene00195068,caenorhabditis_elegans_prjna13758,Y48G8AL.16,protein_coding
WBGene00195069,caenorhabditis_elegans_prjna13758,W03G9.10,protein_coding
WBGene00195070,caenorhabditis_elegans_prjna13758,C16C8.20,protein_coding
WBGene00195071,caenorhabditis_elegans_prjna13758,C16C8.21,protein_coding
WBGene00195072,caenorhabditis_elegans_prjna13758,C16C8.22,protein_coding
WBGene00195073,caenorhabditis_elegans_prjna13758,F02E11.7,protein_coding
WBGene00195073,caenorhabditis_elegans_prjna13758,F02E11.7,protein_coding
WBGene00195073,caenorhabditis_elegans_prjna13758,F02E11.7,protein_coding
WBGene00195073,caenorhabditis_elegans_prjna13758,F02E11.7,protein_coding
WBGene00195077,caenorhabditis_elegans_prjna13758,T24E12.13,protein_coding
WBGene00195081,caenorhabditis_elegans_prjna13758,C04F6.7,protein_coding
WBGene00195084,caenorhabditis_elegans_prjna13758,C43C3.4,protein_coding
WBGene00195086,caenorhabditis_elegans_prjna13758,F21C10.13,protein_coding
WBGene00195093,caenorhabditis_elegans_prjna13758,Y59E9AL.36,protein_coding
WBGene00195117,caenorhabditis_elegans_prjna13758,T13F3.10,antisense_RNA
WBGene00195142,caenorhabditis_elegans_prjna13758,M110.10,protein_coding
WBGene00195143,caenorhabditis_elegans_prjna13758,nlp-78,protein_coding
WBGene00195144,caenorhabditis_elegans_prjna13758,C16D2.3,protein_coding
WBGene00195145,caenorhabditis_elegans_prjna13758,ZK666.15,protein_coding
WBGene00195145,caenorhabditis_elegans_prjna13758,ZK666.15,protein_coding
WBGene00195146,caenorhabditis_elegans_prjna13758,F54D5.17,protein_coding
WBGene00195146,caenorhabditis_elegans_prjna13758,F54D5.17,protein_coding
WBGene00195147,caenorhabditis_elegans_prjna13758,F14E5.8,protein_coding
WBGene00195147,caenorhabditis_elegans_prjna13758,F14E5.8,protein_coding
WBGene00195148,caenorhabditis_elegans_prjna13758,W02B12.16,protein_coding
WBGene00195149,caenorhabditis_elegans_prjna13758,F26H11.8,protein_coding
WBGene00195150,caenorhabditis_elegans_prjna13758,Y81G3A.6,protein_coding
WBGene00195151,caenorhabditis_elegans_prjna13758,F53H2.4,ncRNA
WBGene00195154,caenorhabditis_elegans_prjna13758,F13A2.10,protein_coding
WBGene00195155,caenorhabditis_elegans_prjna13758,W04A8.9,protein_coding
WBGene00195157,caenorhabditis_elegans_prjna13758,C12D8.21,protein_coding
WBGene00195157,caenorhabditis_elegans_prjna13758,C12D8.21,protein_coding
WBGene00195158,caenorhabditis_elegans_prjna13758,F26F2.11,protein_coding
WBGene00195158,caenorhabditis_elegans_prjna13758,F26F2.11,protein_coding
WBGene00195158,caenorhabditis_elegans_prjna13758,F26F2.11,protein_coding
WBGene00195159,caenorhabditis_elegans_prjna13758,T04C12.14,ncRNA
WBGene00195160,caenorhabditis_elegans_prjna13758,Y47D7A.17,protein_coding
WBGene00195164,caenorhabditis_elegans_prjna13758,K12B6.11,protein_coding
WBGene00195165,caenorhabditis_elegans_prjna13758,F57G4.11,protein_coding
WBGene00195166,caenorhabditis_elegans_prjna13758,W05B10.6,protein_coding
WBGene00195168,caenorhabditis_elegans_prjna13758,T13C5.9,protein_coding
WBGene00195169,caenorhabditis_elegans_prjna13758,Y50D4A.6,protein_coding
WBGene00195169,caenorhabditis_elegans_prjna13758,Y50D4A.6,protein_coding
WBGene00195170,caenorhabditis_elegans_prjna13758,linc-61,lincRNA
WBGene00195170,caenorhabditis_elegans_prjna13758,linc-61,lincRNA
WBGene00195171,caenorhabditis_elegans_prjna13758,T09D3.9,protein_coding
WBGene00195172,caenorhabditis_elegans_prjna13758,K10G4.14,antisense_RNA
WBGene00195174,caenorhabditis_elegans_prjna13758,K08E5.6,protein_coding
WBGene00195175,caenorhabditis_elegans_prjna13758,Y105E8A.36,ncRNA
WBGene00195176,caenorhabditis_elegans_prjna13758,Y43F8B.24,protein_coding
WBGene00195177,caenorhabditis_elegans_prjna13758,Y43F8B.25,protein_coding
WBGene00195178,caenorhabditis_elegans_prjna13758,ZC581.10,protein_coding
WBGene00195179,caenorhabditis_elegans_prjna13758,F48C1.11,protein_coding
WBGene00195180,caenorhabditis_elegans_prjna13758,C41D11.10,protein_coding
WBGene00195181,caenorhabditis_elegans_prjna13758,F15H10.12,protein_coding
WBGene00195182,caenorhabditis_elegans_prjna13758,C17G10.10,protein_coding
WBGene00195183,caenorhabditis_elegans_prjna13758,R04A9.9,protein_coding
WBGene00195183,caenorhabditis_elegans_prjna13758,R04A9.9,protein_coding
WBGene00195183,caenorhabditis_elegans_prjna13758,R04A9.9,ncRNA
WBGene00195184,caenorhabditis_elegans_prjna13758,F19G12.8,protein_coding
WBGene00195185,caenorhabditis_elegans_prjna13758,F19G12.9,protein_coding
WBGene00195185,caenorhabditis_elegans_prjna13758,F19G12.9,protein_coding
WBGene00195185,caenorhabditis_elegans_prjna13758,F19G12.9,protein_coding
WBGene00195185,caenorhabditis_elegans_prjna13758,F19G12.9,protein_coding
WBGene00195186,caenorhabditis_elegans_prjna13758,F19G12.10,lincRNA
WBGene00195188,caenorhabditis_elegans_prjna13758,F19G12.11,protein_coding
WBGene00195189,caenorhabditis_elegans_prjna13758,ZC449.8,protein_coding
WBGene00195192,caenorhabditis_elegans_prjna13758,C54F6.16,pseudogene
WBGene00195208,caenorhabditis_elegans_prjna13758,W02H3.3,protein_coding
WBGene00195209,caenorhabditis_elegans_prjna13758,C07B5.8,protein_coding
WBGene00195210,caenorhabditis_elegans_prjna13758,Y7A5A.13,protein_coding
WBGene00195211,caenorhabditis_elegans_prjna13758,C34F6.12,protein_coding
WBGene00195212,caenorhabditis_elegans_prjna13758,F09B12.7,protein_coding
WBGene00195213,caenorhabditis_elegans_prjna13758,F11C1.9,protein_coding
WBGene00195214,caenorhabditis_elegans_prjna13758,F11C1.10,protein_coding
WBGene00195215,caenorhabditis_elegans_prjna13758,F55G7.5,protein_coding
WBGene00195226,caenorhabditis_elegans_prjna13758,ZC404.16,protein_coding
WBGene00195226,caenorhabditis_elegans_prjna13758,ZC404.16,protein_coding
WBGene00195226,caenorhabditis_elegans_prjna13758,ZC404.16,protein_coding
WBGene00195226,caenorhabditis_elegans_prjna13758,ZC404.16,protein_coding
WBGene00195227,caenorhabditis_elegans_prjna13758,Y71A12B.23,protein_coding
WBGene00195228,caenorhabditis_elegans_prjna13758,Y71A12B.24,protein_coding
WBGene00195228,caenorhabditis_elegans_prjna13758,Y71A12B.24,protein_coding
WBGene00195229,caenorhabditis_elegans_prjna13758,Y71A12B.25,pseudogene
WBGene00195230,caenorhabditis_elegans_prjna13758,F36D1.13,protein_coding
WBGene00195231,caenorhabditis_elegans_prjna13758,F36D1.14,protein_coding
WBGene00195232,caenorhabditis_elegans_prjna13758,F36D1.15,protein_coding
WBGene00195233,caenorhabditis_elegans_prjna13758,F31E9.11,ncRNA
WBGene00195234,caenorhabditis_elegans_prjna13758,C14C10.9,antisense_RNA
WBGene00195235,caenorhabditis_elegans_prjna13758,C47E8.12,ncRNA
WBGene00195236,caenorhabditis_elegans_prjna13758,mir-356.2,pre_miRNA
WBGene00195236,caenorhabditis_elegans_prjna13758,mir-356.2,miRNA
WBGene00195236,caenorhabditis_elegans_prjna13758,mir-356.2,miRNA
WBGene00195237,caenorhabditis_elegans_prjna13758,Y116F11B.18,ncRNA
WBGene00195237,caenorhabditis_elegans_prjna13758,Y116F11B.18,ncRNA
WBGene00195238,caenorhabditis_elegans_prjna13758,mir-4805,pre_miRNA
WBGene00195238,caenorhabditis_elegans_prjna13758,mir-4805,miRNA
WBGene00195238,caenorhabditis_elegans_prjna13758,mir-4805,miRNA
WBGene00195239,caenorhabditis_elegans_prjna13758,ZK1127.13,protein_coding
WBGene00195240,caenorhabditis_elegans_prjna13758,Y39B6A.69,protein_coding
WBGene00195241,caenorhabditis_elegans_prjna13758,Y113G7B.27,protein_coding
WBGene00195241,caenorhabditis_elegans_prjna13758,Y113G7B.27,protein_coding
WBGene00195242,caenorhabditis_elegans_prjna13758,Y113G7B.28,protein_coding
WBGene00195243,caenorhabditis_elegans_prjna13758,F46B3.23,protein_coding
WBGene00195244,caenorhabditis_elegans_prjna13758,F30A10.15,protein_coding
WBGene00195245,caenorhabditis_elegans_prjna13758,T26A8.6,snoRNA
WBGene00195246,caenorhabditis_elegans_prjna13758,ZK546.19,protein_coding
WBGene00195247,caenorhabditis_elegans_prjna13758,F41D3.15,pseudogene
WBGene00195248,caenorhabditis_elegans_prjna13758,emc-5,protein_coding
WBGene00195248,caenorhabditis_elegans_prjna13758,emc-5,protein_coding
WBGene00195250,caenorhabditis_elegans_prjna13758,C13C4.8,protein_coding
WBGene00195252,caenorhabditis_elegans_prjna13758,K10D6.6,ncRNA
WBGene00195253,caenorhabditis_elegans_prjna13758,H16D19.5,pseudogene
WBGene00195254,caenorhabditis_elegans_prjna13758,H16D19.6,pseudogene
WBGene00195255,caenorhabditis_elegans_prjna13758,H16D19.7,pseudogene
WBGene00195256,caenorhabditis_elegans_prjna13758,F25D1.8,protein_coding
WBGene00195257,caenorhabditis_elegans_prjna13758,W01A8.10,pseudogene
WBGene00195258,caenorhabditis_elegans_prjna13758,F11D5.8,ncRNA
WBGene00195259,caenorhabditis_elegans_prjna13758,C16E9.7,ncRNA
WBGene00195260,caenorhabditis_elegans_prjna13758,T27F7.5,ncRNA
WBGene00195261,caenorhabditis_elegans_prjna13758,F26A10.4,ncRNA
WBGene00195262,caenorhabditis_elegans_prjna13758,T22B7.9,ncRNA
WBGene00195263,caenorhabditis_elegans_prjna13758,F02E8.7,ncRNA
WBGene00195264,caenorhabditis_elegans_prjna13758,F14B8.8,ncRNA
WBGene00195265,caenorhabditis_elegans_prjna13758,F47B7.9,ncRNA
WBGene00195266,caenorhabditis_elegans_prjna13758,ZC132.10,ncRNA
WBGene00195267,caenorhabditis_elegans_prjna13758,C45E5.53,ncRNA
WBGene00195268,caenorhabditis_elegans_prjna13758,C39F7.6,ncRNA
WBGene00195269,caenorhabditis_elegans_prjna13758,F49E10.8,ncRNA
WBGene00195270,caenorhabditis_elegans_prjna13758,T23F11.7,ncRNA
WBGene00195271,caenorhabditis_elegans_prjna13758,F45H7.8,ncRNA
WBGene00195272,caenorhabditis_elegans_prjna13758,C33F10.15,ncRNA
WBGene00195273,caenorhabditis_elegans_prjna13758,K11E4.7,ncRNA
WBGene00195274,caenorhabditis_elegans_prjna13758,ZK617.7,ncRNA
WBGene00195275,caenorhabditis_elegans_prjna13758,ZK867.4,ncRNA
WBGene00195276,caenorhabditis_elegans_prjna13758,T27E4.13,ncRNA
WBGene00195277,caenorhabditis_elegans_prjna13758,Y38H6C.26,ncRNA
WBGene00195278,caenorhabditis_elegans_prjna13758,F46G11.7,ncRNA
WBGene00195279,caenorhabditis_elegans_prjna13758,C05D2.12,ncRNA
WBGene00195280,caenorhabditis_elegans_prjna13758,Y67A10A.342,ncRNA
WBGene00195281,caenorhabditis_elegans_prjna13758,M79.5,ncRNA
WBGene00195282,caenorhabditis_elegans_prjna13758,Y43F8A.6,ncRNA
WBGene00195283,caenorhabditis_elegans_prjna13758,F27C8.11,ncRNA
WBGene00195284,caenorhabditis_elegans_prjna13758,Y55H10A.3,ncRNA
WBGene00195285,caenorhabditis_elegans_prjna13758,T02E9.8,ncRNA
WBGene00195286,caenorhabditis_elegans_prjna13758,C03E10.8,ncRNA
WBGene00195287,caenorhabditis_elegans_prjna13758,B0495.11,ncRNA
WBGene00195288,caenorhabditis_elegans_prjna13758,C11D2.98,ncRNA
WBGene00195289,caenorhabditis_elegans_prjna13758,Y39G10AR.26,ncRNA
WBGene00195290,caenorhabditis_elegans_prjna13758,F14D12.7,ncRNA
WBGene00195291,caenorhabditis_elegans_prjna13758,T06F4.4,ncRNA
WBGene00195292,caenorhabditis_elegans_prjna13758,Y47D3B.13,ncRNA
WBGene00195293,caenorhabditis_elegans_prjna13758,F56A4.13,ncRNA
WBGene00195294,caenorhabditis_elegans_prjna13758,C32A3.4,ncRNA
WBGene00195295,caenorhabditis_elegans_prjna13758,F11D5.9,ncRNA
WBGene00195296,caenorhabditis_elegans_prjna13758,C08E8.12,ncRNA
WBGene00195297,caenorhabditis_elegans_prjna13758,T19D2.5,ncRNA
WBGene00195298,caenorhabditis_elegans_prjna13758,F14F3.6,ncRNA
WBGene00195299,caenorhabditis_elegans_prjna13758,F11C1.11,ncRNA
WBGene00195300,caenorhabditis_elegans_prjna13758,ZC190.11,ncRNA
WBGene00195301,caenorhabditis_elegans_prjna13758,F12F6.12,ncRNA
WBGene00195302,caenorhabditis_elegans_prjna13758,ZK1131.2,ncRNA
WBGene00195303,caenorhabditis_elegans_prjna13758,Y22D7AR.16,ncRNA
WBGene00195304,caenorhabditis_elegans_prjna13758,ZC53.8,ncRNA
WBGene00195305,caenorhabditis_elegans_prjna13758,W05E10.7,ncRNA
WBGene00195306,caenorhabditis_elegans_prjna13758,K07C11.13,ncRNA
WBGene00195307,caenorhabditis_elegans_prjna13758,C31G12.5,ncRNA
WBGene00195308,caenorhabditis_elegans_prjna13758,ZK617.8,ncRNA
WBGene00195309,caenorhabditis_elegans_prjna13758,F59B8.5,ncRNA
WBGene00195310,caenorhabditis_elegans_prjna13758,ZK1086.5,ncRNA
WBGene00195311,caenorhabditis_elegans_prjna13758,M110.11,ncRNA
WBGene00195312,caenorhabditis_elegans_prjna13758,C34H3.3,ncRNA
WBGene00195313,caenorhabditis_elegans_prjna13758,F47E1.8,ncRNA
WBGene00195314,caenorhabditis_elegans_prjna13758,F40F12.10,ncRNA
WBGene00195315,caenorhabditis_elegans_prjna13758,Y47H9C.16,ncRNA
WBGene00195316,caenorhabditis_elegans_prjna13758,T03G11.12,ncRNA
WBGene00195317,caenorhabditis_elegans_prjna13758,T23G5.9,ncRNA
WBGene00195318,caenorhabditis_elegans_prjna13758,C18C4.11,ncRNA
WBGene00195319,caenorhabditis_elegans_prjna13758,R12A1.5,ncRNA
WBGene00195320,caenorhabditis_elegans_prjna13758,Y53H1C.4,ncRNA
WBGene00195321,caenorhabditis_elegans_prjna13758,C46F11.7,ncRNA
WBGene00195322,caenorhabditis_elegans_prjna13758,T06E4.16,ncRNA
WBGene00195323,caenorhabditis_elegans_prjna13758,B0432.16,ncRNA
WBGene00195324,caenorhabditis_elegans_prjna13758,F56E3.5,ncRNA
WBGene00195325,caenorhabditis_elegans_prjna13758,K04H4.8,ncRNA
WBGene00195326,caenorhabditis_elegans_prjna13758,T06H11.6,ncRNA
WBGene00195327,caenorhabditis_elegans_prjna13758,F11D5.10,ncRNA
WBGene00195328,caenorhabditis_elegans_prjna13758,C01B7.8,ncRNA
WBGene00195329,caenorhabditis_elegans_prjna13758,ZK512.12,ncRNA
WBGene00195330,caenorhabditis_elegans_prjna13758,K08A8.4,ncRNA
WBGene00195331,caenorhabditis_elegans_prjna13758,R10E12.3,ncRNA
WBGene00195332,caenorhabditis_elegans_prjna13758,C40C9.6,ncRNA
WBGene00195333,caenorhabditis_elegans_prjna13758,F54F12.3,ncRNA
WBGene00195334,caenorhabditis_elegans_prjna13758,F52E4.9,ncRNA
WBGene00195335,caenorhabditis_elegans_prjna13758,B0454.12,ncRNA
WBGene00195336,caenorhabditis_elegans_prjna13758,ZC581.11,ncRNA
WBGene00195337,caenorhabditis_elegans_prjna13758,C31H2.5,ncRNA
WBGene00195338,caenorhabditis_elegans_prjna13758,T02E9.9,ncRNA
WBGene00195339,caenorhabditis_elegans_prjna13758,H32C10.94,ncRNA
WBGene00195340,caenorhabditis_elegans_prjna13758,M88.9,ncRNA
WBGene00195341,caenorhabditis_elegans_prjna13758,F54D5.18,ncRNA
WBGene00195342,caenorhabditis_elegans_prjna13758,T19C4.15,ncRNA
WBGene00195343,caenorhabditis_elegans_prjna13758,Y53C12A.12,ncRNA
WBGene00195344,caenorhabditis_elegans_prjna13758,ZK525.4,ncRNA
WBGene00195345,caenorhabditis_elegans_prjna13758,F25F6.2,ncRNA
WBGene00195346,caenorhabditis_elegans_prjna13758,W02H5.13,ncRNA
WBGene00195347,caenorhabditis_elegans_prjna13758,K03H9.5,ncRNA
WBGene00195348,caenorhabditis_elegans_prjna13758,F25H8.8,ncRNA
WBGene00195349,caenorhabditis_elegans_prjna13758,ZK622.6,ncRNA
WBGene00195350,caenorhabditis_elegans_prjna13758,ZK973.12,ncRNA
WBGene00195351,caenorhabditis_elegans_prjna13758,ZK40.3,ncRNA
WBGene00195352,caenorhabditis_elegans_prjna13758,C10G11.12,ncRNA
WBGene00195353,caenorhabditis_elegans_prjna13758,Y73F8A.1160,ncRNA
WBGene00195354,caenorhabditis_elegans_prjna13758,ZK593.13,ncRNA
WBGene00195355,caenorhabditis_elegans_prjna13758,Y92H12A.8,ncRNA
WBGene00195356,caenorhabditis_elegans_prjna13758,F57H12.10,ncRNA
WBGene00195357,caenorhabditis_elegans_prjna13758,F52E10.6,ncRNA
WBGene00195358,caenorhabditis_elegans_prjna13758,B0507.13,ncRNA
WBGene00195359,caenorhabditis_elegans_prjna13758,R07G3.10,ncRNA
WBGene00195360,caenorhabditis_elegans_prjna13758,K05B2.6,ncRNA
WBGene00195361,caenorhabditis_elegans_prjna13758,C24E9.1,ncRNA
WBGene00195362,caenorhabditis_elegans_prjna13758,Y82E9BR.26,ncRNA
WBGene00195363,caenorhabditis_elegans_prjna13758,M01H9.6,ncRNA
WBGene00195364,caenorhabditis_elegans_prjna13758,M01G4.3,ncRNA
WBGene00195365,caenorhabditis_elegans_prjna13758,F45E4.15,ncRNA
WBGene00195366,caenorhabditis_elegans_prjna13758,C50F4.17,ncRNA
WBGene00195367,caenorhabditis_elegans_prjna13758,B0524.7,ncRNA
WBGene00195368,caenorhabditis_elegans_prjna13758,F28F5.8,ncRNA
WBGene00195369,caenorhabditis_elegans_prjna13758,Y65B4BL.8,ncRNA
WBGene00195370,caenorhabditis_elegans_prjna13758,F29B9.13,ncRNA
WBGene00195371,caenorhabditis_elegans_prjna13758,C30C11.5,ncRNA
WBGene00195372,caenorhabditis_elegans_prjna13758,C05E11.9,ncRNA
WBGene00195373,caenorhabditis_elegans_prjna13758,F56F10.7,ncRNA
WBGene00195374,caenorhabditis_elegans_prjna13758,R10E8.10,ncRNA
WBGene00195375,caenorhabditis_elegans_prjna13758,C34E7.6,ncRNA
WBGene00195376,caenorhabditis_elegans_prjna13758,F16F9.6,ncRNA
WBGene00195377,caenorhabditis_elegans_prjna13758,F45B8.6,ncRNA
WBGene00195378,caenorhabditis_elegans_prjna13758,T19E7.22,ncRNA
WBGene00195379,caenorhabditis_elegans_prjna13758,ZK945.10,ncRNA
WBGene00195380,caenorhabditis_elegans_prjna13758,C52G5.4,ncRNA
WBGene00195381,caenorhabditis_elegans_prjna13758,C53D6.17,ncRNA
WBGene00195382,caenorhabditis_elegans_prjna13758,F29F11.7,ncRNA
WBGene00195383,caenorhabditis_elegans_prjna13758,C09B8.10,ncRNA
WBGene00195384,caenorhabditis_elegans_prjna13758,T13H10.4,ncRNA
WBGene00195385,caenorhabditis_elegans_prjna13758,ZK867.5,ncRNA
WBGene00195386,caenorhabditis_elegans_prjna13758,T09E8.6,ncRNA
WBGene00195387,caenorhabditis_elegans_prjna13758,F02D10.10,ncRNA
WBGene00195388,caenorhabditis_elegans_prjna13758,F12D9.3,ncRNA
WBGene00195389,caenorhabditis_elegans_prjna13758,F54E4.5,ncRNA
WBGene00195390,caenorhabditis_elegans_prjna13758,ZC518.6,ncRNA
WBGene00195391,caenorhabditis_elegans_prjna13758,F46H6.7,ncRNA
WBGene00195392,caenorhabditis_elegans_prjna13758,C07E3.13,ncRNA
WBGene00195393,caenorhabditis_elegans_prjna13758,F28E10.6,ncRNA
WBGene00195394,caenorhabditis_elegans_prjna13758,F32H2.13,ncRNA
WBGene00195395,caenorhabditis_elegans_prjna13758,C41A3.3,ncRNA
WBGene00195396,caenorhabditis_elegans_prjna13758,ZK40.4,ncRNA
WBGene00195397,caenorhabditis_elegans_prjna13758,C54G7.5,ncRNA
WBGene00195398,caenorhabditis_elegans_prjna13758,F55B12.12,ncRNA
WBGene00195399,caenorhabditis_elegans_prjna13758,F35G2.7,ncRNA
WBGene00195400,caenorhabditis_elegans_prjna13758,B0379.8,ncRNA
WBGene00195401,caenorhabditis_elegans_prjna13758,C06G1.7,ncRNA
WBGene00195402,caenorhabditis_elegans_prjna13758,F44A6.7,ncRNA
WBGene00195403,caenorhabditis_elegans_prjna13758,F28C1.10,ncRNA
WBGene00195404,caenorhabditis_elegans_prjna13758,C10E2.7,ncRNA
WBGene00195405,caenorhabditis_elegans_prjna13758,F59C6.17,ncRNA
WBGene00195406,caenorhabditis_elegans_prjna13758,B0350.67,ncRNA
WBGene00195407,caenorhabditis_elegans_prjna13758,F08G5.9,ncRNA
WBGene00195408,caenorhabditis_elegans_prjna13758,F10C1.11,ncRNA
WBGene00195409,caenorhabditis_elegans_prjna13758,T10A3.2,ncRNA
WBGene00195410,caenorhabditis_elegans_prjna13758,C39B5.15,ncRNA
WBGene00195411,caenorhabditis_elegans_prjna13758,Y17G7A.2,ncRNA
WBGene00195412,caenorhabditis_elegans_prjna13758,K03H1.16,ncRNA
WBGene00195413,caenorhabditis_elegans_prjna13758,D1022.11,ncRNA
WBGene00195414,caenorhabditis_elegans_prjna13758,C33F10.16,ncRNA
WBGene00195415,caenorhabditis_elegans_prjna13758,C15F1.12,ncRNA
WBGene00195416,caenorhabditis_elegans_prjna13758,C25F6.9,ncRNA
WBGene00195417,caenorhabditis_elegans_prjna13758,C16C2.5,ncRNA
WBGene00195418,caenorhabditis_elegans_prjna13758,F48C5.3,ncRNA
WBGene00195419,caenorhabditis_elegans_prjna13758,R173.5,ncRNA
WBGene00195420,caenorhabditis_elegans_prjna13758,T10B5.12,ncRNA
WBGene00195421,caenorhabditis_elegans_prjna13758,T25F10.7,ncRNA
WBGene00195422,caenorhabditis_elegans_prjna13758,Y111B2A.31,ncRNA
WBGene00195423,caenorhabditis_elegans_prjna13758,F55C10.7,ncRNA
WBGene00195424,caenorhabditis_elegans_prjna13758,Y48G8AL.17,ncRNA
WBGene00195425,caenorhabditis_elegans_prjna13758,ZC8.7,ncRNA
