Geneid	Chr	Start	End	Strand	Length	elt2D_sorted_1	elt2D_sorted_2	elt2D_sorted_3	elt2D_sorted_4	elt2Delt7D_sorted_1	elt2Delt7D_sorted_2	elt2Delt7D_sorted_3	wt_sorted_1	wt_sorted_2	wt_sorted_3	wt_sorted_4	elt7D_sorted_1	elt7D_sorted_2	elt7D_sorted_3
WBGene00009854	V	16857956	16858077	-	122	0	1	0	0	0	0	0	4	1	3	0	0	2	2
WBGene00009860	V	16861820	16861869	-	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00009857	V	16865704	16865740	+	37	0	0	0	0	0	0	0	0	0	0	0	0	0	1
WBGene00009859	V	16869821	16869845	-	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00008616	V	16889275	16889286	+	12	1	0	0	0	2	0	0	0	1	0	0	0	2	0
WBGene00008619	V	16904912	16904916	+	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00003706	V	16912234	16912240	+	7	0	3	0	1	0	4	0	2	4	3	2	1	1	0
WBGene00008620	V	16916162	16916179	-	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00013610	V	16918475	16918478	-	4	1	1	0	1	0	0	0	0	0	0	0	0	0	0
WBGene00013611	V	16918782	16918893	+	112	6	9	3	6	5	5	1	1	1	0	0	0	0	0
WBGene00044213	V;V	16927272;16927390	16927344;16927445	-;-	129	19	19	17	19	13	7	9	3	6	1	2	3	3	1
WBGene00001161	V	16965674	16965675	-	2	0	0	0	1	1	1	0	1	0	0	1	0	1	1
WBGene00013623	V	16966814	16966913	+	100	3	6	2	4	1	3	2	3	0	1	3	2	6	3
WBGene00009908	V	17023473	17023474	+	2	0	0	0	0	0	0	0	1	0	1	0	0	2	1
WBGene00009196	V	17044786	17044803	+	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00005578	V	17060287	17060330	+	44	1	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00045382	V;V;V;V	17068627;17068700;17069138;17069186	17068711;17068711;17069246;17069246	+;+;+;+	194	0	1	0	1	0	1	1	3	0	1	1	1	2	4
WBGene00011486	V	17077950	17077989	-	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00011487	V;V	17089441;17089441	17090023;17090023	-;-	583	2	0	0	0	0	0	0	0	0	1	1	2	0	0
WBGene00005444	V;V	17090362;17091163	17090389;17091201	+;+	67	0	0	0	0	0	0	0	0	1	0	0	0	0	0
WBGene00013943	V	17108401	17108418	-	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00194682	V;V	17155131;17155349	17155203;17155430	-;-	155	1	1	0	2	0	3	1	1	0	0	0	0	0	0
WBGene00013466	V	17192339	17192339	-	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00013469	V	17202147	17202203	+	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00011841	V	17226959	17227178	+	220	0	4	1	0	3	5	0	0	0	3	0	0	0	0
WBGene00050934	V	17236592	17236706	+	115	0	1	0	0	0	0	0	0	0	1	0	0	0	0
WBGene00011844	V	17239097	17239104	+	8	1	2	0	2	0	0	0	0	0	0	1	0	0	0
WBGene00013472	V	17242647	17242652	-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00219383	V	17251911	17252082	+	172	1	6	3	3	0	2	0	6	5	4	4	5	5	4
WBGene00044654	V	17259173	17259180	+	8	1	2	0	2	0	1	2	1	0	0	2	0	1	0
WBGene00010752	V	17264954	17264955	-	2	1	2	0	4	3	0	1	3	0	0	0	0	1	2
WBGene00009299	V	17315113	17315153	-	41	2	4	2	6	1	0	0	1	1	1	2	1	1	0
WBGene00009296	V	17322615	17322842	+	228	0	0	0	3	1	0	0	4	2	1	1	0	0	0
WBGene00009297	V	17327922	17327967	-	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00009836	V	17331570	17331639	+	70	0	0	0	0	0	1	0	3	1	0	1	2	3	1
WBGene00009839	V;V	17344903;17348104	17344926;17348239	-;-	160	3	4	3	4	0	0	1	5	5	5	5	2	8	7
WBGene00009834	V;V;V	17349501;17349998;17350062	17349573;17350161;17350180	-;-;-	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00009835	V;V	17353325;17353325	17353372;17353372	+;+	48	0	0	0	0	0	0	0	0	1	0	0	0	0	2
WBGene00012491	V;V	17376704;17376704	17376745;17376745	-;-	42	0	1	1	1	0	0	0	0	0	2	1	0	0	0
WBGene00012492	V	17377406	17377442	+	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00012081	V	17417133	17417156	+	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00005370	V;V;V	17440427;17440475;17440531	17440459;17440483;17440555	+;+;+	67	0	0	1	0	0	1	2	0	4	1	0	1	0	0
WBGene00219493	V;V	17530587;17530675	17530624;17530714	-;-	78	1	3	0	1	2	0	1	0	0	2	2	4	1	1
WBGene00007675	V;V	17538356;17538356	17538373;17538373	-;-	18	5	5	1	2	2	10	3	0	4	3	1	2	5	3
WBGene00008017	V	17549675	17549720	+	46	0	0	1	0	0	1	0	0	0	0	1	0	0	0
WBGene00008010	V;V;V	17567513;17569314;17569319	17567629;17569379;17569379	+;+;+	183	0	1	0	1	1	0	0	2	0	0	1	2	0	0
WBGene00012404	V;V	17598378;17598872	17598660;17598971	-;-	383	1	6	1	6	0	0	0	27	15	7	19	27	11	24
WBGene00012405	V	17601820	17601925	+	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00194801	V	17606350	17606362	+	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00189937	V	17610597	17610609	-	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00138715	V	17614348	17614357	-	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00044208	V	17616838	17616921	-	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00195165	V	17625127	17625205	+	79	0	0	1	0	0	0	0	0	0	0	0	0	0	0
WBGene00010212	V	17650523	17650527	-	5	0	0	0	0	1	0	0	0	0	0	1	0	0	0
WBGene00010293	V	17658164	17658198	-	35	1	2	1	0	0	2	0	0	0	0	0	0	0	1
WBGene00010296	V	17660303	17660303	+	1	0	1	1	0	1	0	2	0	1	0	0	0	0	0
WBGene00010297	V;V;V;V;V;V	17664146;17664146;17664788;17664788;17665411;17665411	17664419;17664419;17665154;17665154;17665475;17665475	-;-;-;-;-;-	706	3	13	2	5	10	12	7	4	8	4	5	3	10	5
WBGene00010301	V	17684942	17684968	-	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00010292	V	17685192	17685228	+	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00010299	V	17690949	17690994	-	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00189931	V	17699959	17700006	+	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00189930	V	17700783	17700824	-	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1
WBGene00005254	V	17707184	17707321	+	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00006685	V	17714267	17714377	-	111	4	8	5	1	6	4	6	5	0	6	3	6	4	6
WBGene00001397	V	17725004	17725004	+	1	0	2	0	0	0	2	0	5	2	1	3	1	3	0
WBGene00006692	V	17730372	17730381	-	10	3	0	1	0	1	2	1	0	0	1	0	2	1	2
WBGene00012304	V	17739893	17739899	-	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00006688	V	17747055	17747059	-	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00011254	V	17749224	17749243	-	20	1	1	0	1	0	0	0	1	0	1	0	0	0	0
WBGene00004003	V	17755892	17755896	+	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0
WBGene00008127	V	17777215	17777227	-	13	3	2	2	2	1	2	2	7	7	1	3	3	1	2
WBGene00013340	V	17855987	17855989	-	3	5	9	2	6	5	4	3	3	1	2	1	3	2	3
WBGene00000813	V	17870635	17870651	-	17	0	0	0	0	0	0	0	0	0	0	0	1	0	3
WBGene00013339	V	17871401	17871413	+	13	2	2	1	0	0	2	0	2	1	2	0	0	0	0
WBGene00007394	V;V;V;V;V	17885208;17887284;17887439;17888964;17888964	17885212;17887386;17887528;17888968;17888984	-;-;-;-;-	219	0	3	1	3	0	1	1	18	12	24	18	12	15	11
WBGene00007392	V;V	17896762;17896762	17896804;17896786	-;-	43	11	19	12	11	8	12	4	8	8	9	6	11	5	3
WBGene00007393	V	17899803	17899827	+	25	17	11	14	16	10	15	12	16	12	9	7	3	7	4
WBGene00007395	V;V	17910304;17910319	17910323;17910323	+;+	20	2	0	0	0	0	0	1	0	1	0	4	0	0	0
WBGene00044795	V	17920649	17920681	+	33	1	5	1	3	0	1	0	5	3	3	3	4	4	2
WBGene00008442	V	17921776	17921783	+	8	2	2	1	2	0	4	3	0	1	6	1	0	0	0
WBGene00008441	V;V;V	17924916;17924983;17924985	17924929;17925012;17925012	+;+;+	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00001080	V	17949029	17949184	-	156	12	23	14	24	20	28	31	25	25	21	31	51	41	40
WBGene00013355	V;V	17966764;17966764	17966847;17966847	-;-	84	21	24	16	15	48	41	43	46	33	49	39	37	40	44
WBGene00013354	V;V;V;V;V;V;V;V;V;V;V;V;V	17973084;17973084;17974164;17974164;17974743;17974743;17977359;17977359;17977459;17977459;17977517;17980082;17980082	17973187;17973187;17974168;17974168;17974798;17974798;17977398;17977398;17977543;17977543;17977616;17980082;17980082	-;-;-;-;-;-;-;-;-;-;-;-;-	364	86	116	55	79	96	67	59	78	66	66	80	58	67	46
WBGene00013353	V	17986260	17986277	+	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00013352	V	18001361	18001368	-	8	5	2	4	6	6	6	1	3	3	7	3	1	0	3
WBGene00013343	V	18022479	18022486	+	8	5	13	9	5	4	8	4	3	0	2	5	5	5	5
WBGene00013344	V	18043571	18043591	+	21	26	27	20	18	29	30	17	22	26	35	15	15	11	11
WBGene00013345	V	18066306	18066307	-	2	1	6	5	0	3	5	6	3	5	2	3	3	3	1
WBGene00013347	V;V;V;V;V;V;V;V;V	18072031;18075647;18077200;18077340;18077456;18077456;18077456;18081798;18081824	18072036;18075693;18077321;18077349;18077460;18077460;18077460;18081957;18081957	-;-;-;-;-;-;-;-;-	350	53	67	48	42	44	58	27	35	31	54	49	32	33	46
WBGene00013348	V	18083446	18083647	-	202	2	5	3	5	4	4	9	0	0	0	0	0	0	0
WBGene00013349	V	18086219	18086225	-	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00013350	V;V	18087123;18087123	18087132;18087132	+;+	10	0	0	0	0	0	0	0	0	0	0	1	0	0	1
WBGene00003919	V	18098676	18098686	+	11	1	1	1	2	1	4	1	3	3	3	1	1	3	4
WBGene00012562	V	18108269	18108275	+	7	0	1	0	0	0	1	0	0	0	0	0	0	0	0
WBGene00012564	V	18123939	18123976	+	38	0	2	0	1	0	1	0	0	0	0	0	0	0	0
WBGene00012565	V	18125707	18125718	+	12	2	3	0	1	1	1	0	0	0	0	0	0	0	0
WBGene00012566	V	18127519	18127686	+	168	1	0	1	0	1	3	0	0	0	0	0	0	0	1
WBGene00044758	V;V;V	18131110;18131110;18131110	18131125;18131125;18131125	-;-;-	16	0	1	0	0	0	1	0	0	0	1	0	0	0	0
WBGene00012570	V	18140280	18140350	+	71	0	0	2	0	0	0	0	0	0	0	0	0	0	0
WBGene00045417	V	18142849	18142865	+	17	0	2	1	0	0	1	0	0	0	0	0	0	0	0
WBGene00045416	V	18143716	18143780	+	65	15	11	4	6	2	1	3	1	0	1	0	0	0	1
WBGene00007567	V	18146377	18146398	+	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00007565	V	18157878	18158026	+	149	0	1	0	0	0	0	0	2	0	3	2	3	2	1
WBGene00050956	V	18161309	18161339	-	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00007569	V	18164829	18164858	-	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00007570	V	18167232	18167261	-	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00007571	V;V	18168367;18168421	18168373;18168450	-;-	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00007853	V;V;V;V	18178133;18178133;18178659;18178659	18178236;18178236;18178759;18178759	-;-;-;-	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00007850	V	18179943	18180000	+	58	0	1	0	0	0	0	0	0	0	0	0	0	0	2
WBGene00007851	V	18188261	18188331	-	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00008891	V	18191412	18191442	+	31	0	1	1	2	0	0	0	0	0	0	0	0	0	0
WBGene00008897	V	18209086	18209171	-	86	2	0	1	0	1	1	0	2	0	1	1	1	3	0
WBGene00008900	V	18224410	18224447	-	38	1	5	0	3	0	0	0	4	7	3	7	13	6	4
WBGene00011209	V;V	18236484;18236714	18236658;18236757	-;-	219	4	3	0	4	0	2	0	33	22	21	28	10	12	4
WBGene00011213	V	18240730	18240736	-	7	0	0	0	0	0	0	0	0	2	4	0	1	0	2
WBGene00011207	V;V;V;V;V;V;V;V;V;V;V;V;V;V	18243722;18243722;18243722;18243722;18243982;18247439;18247439;18247563;18248586;18248586;18248586;18248985;18248985;18252266	18243774;18243776;18243947;18243774;18244022;18247674;18247674;18247674;18248883;18248906;18248906;18249502;18249399;18252325	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1402	97	218	121	144	1	0	0	65	65	64	62	62	48	43
WBGene00011212	V	18266365	18266370	-	6	0	0	0	0	0	0	0	0	5	1	2	4	1	5
WBGene00013058	V	18282897	18282994	+	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00013060	V	18290942	18290951	+	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00077445	V	18292595	18292601	+	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00007182	V	18318595	18318615	+	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00194695	V	18323312	18323327	-	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00007183	V	18331178	18331179	-	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
WBGene00077692	V	18339889	18339907	-	19	1	0	0	0	1	0	2	0	0	0	0	0	1	0
WBGene00119201	V	18351021	18351033	+	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00007437	V;V	18362495;18362495	18362543;18362502	-;-	49	1	0	0	0	3	1	0	0	0	0	0	0	0	0
WBGene00007440	V	18371846	18372101	+	256	23	39	19	27	15	12	11	2	4	4	3	5	1	2
WBGene00013068	V	18389123	18389146	-	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00005419	V	18404861	18404867	-	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00013949	V	18412930	18412987	-	58	0	0	0	0	0	1	1	0	0	0	0	0	1	0
WBGene00206508	V	18425609	18425644	-	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00044215	V	18456728	18456873	+	146	0	1	2	0	0	0	1	0	0	0	0	1	0	0
WBGene00013947	V	18462804	18462814	+	11	0	1	0	0	1	0	0	0	0	0	0	0	1	0
WBGene00005397	V	18473516	18473530	-	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00013083	V	18487114	18487258	-	145	4	1	1	1	1	0	0	1	4	1	1	3	0	1
WBGene00004830	V;V;V;V;V;V;V;V;V;V;V;V;V	18492265;18492267;18492267;18492267;18492267;18492267;18492267;18492267;18492267;18492267;18492267;18492267;18492267	18492305;18492305;18492305;18492305;18492305;18492305;18492305;18492305;18492305;18492305;18492305;18492305;18492305	+;+;+;+;+;+;+;+;+;+;+;+;+	41	0	10	6	3	4	2	1	3	6	11	4	3	3	3
WBGene00013073	V	18516789	18516879	+	91	1	1	4	1	0	0	0	0	0	0	0	0	0	0
WBGene00013074	V	18524760	18524893	+	134	1	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00013075	V;V	18533924;18533953	18533962;18533962	+;+	39	0	1	0	0	0	2	0	0	0	0	1	0	0	1
WBGene00013076	V	18553847	18553867	-	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00013077	V;V;V;V	18555793;18555793;18556394;18556554	18555804;18555806;18556596;18556643	-;-;-;-	264	398	477	475	356	399	417	408	580	483	530	488	786	749	723
WBGene00013078	V;V;V	18556714;18556810;18557691	18556787;18556947;18557702	+;+;+	224	107	107	92	83	101	100	112	117	84	95	100	165	129	169
WBGene00013079	V;V	18560276;18560276	18560308;18560305	-;-	33	332	408	267	250	234	185	263	9	14	12	13	15	12	9
WBGene00005191	V	18564882	18564886	-	5	0	0	1	1	0	0	1	3	1	1	2	3	0	1
WBGene00044210	V	18571833	18571837	+	5	3	5	2	0	3	1	0	5	1	7	7	2	1	2
WBGene00013080	V;V	18577450;18579607	18577578;18579784	-;-	307	7	11	2	10	1	1	0	13	13	10	4	9	3	7
WBGene00013081	V;V	18582658;18582660	18582668;18582668	+;+	11	96	127	100	68	146	102	130	106	105	101	143	138	90	103
WBGene00013082	V;V;V;V;V	18592754;18592754;18593579;18593680;18601152	18592798;18592798;18593630;18593752;18601348	+;+;+;+;+	367	16	24	13	19	13	9	15	18	15	13	17	17	12	21
WBGene00003660	V	18616599	18616608	+	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0
WBGene00013479	V;V	18622543;18622999	18622553;18623093	-;-	106	3	0	0	2	2	1	2	2	0	0	0	0	0	0
WBGene00013480	V	18636174	18636348	-	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00013481	V;V;V;V;V;V;V;V	18664097;18664097;18664097;18664097;18664097;18664097;18664097;18664097	18664116;18664116;18664116;18664116;18664116;18664116;18664116;18664116	-;-;-;-;-;-;-;-	20	2	1	2	1	4	0	0	4	5	4	6	4	3	1
WBGene00013485	V;V;V	18670315;18677109;18678104	18670323;18677185;18678115	+;+;+	98	0	1	2	1	2	0	3	1	6	0	3	2	2	2
WBGene00006714	V;V	18689758;18689758	18689843;18689762	-;-	86	2	0	0	0	3	1	1	1	3	1	1	1	0	3
WBGene00013482	V;V	18689989;18690038	18690063;18690063	+;+	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00013484	V	18701540	18701586	+	47	4	11	4	5	0	0	1	2	0	0	0	0	1	0
WBGene00194680	V	18709810	18709877	+	68	1	2	3	0	1	1	0	1	2	3	3	2	2	5
WBGene00013971	V	18731991	18732006	+	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00045362	V	18750061	18750199	-	139	0	0	0	0	0	0	0	0	1	0	0	1	0	1
WBGene00206492	V;V	18750546;18750595	18750576;18750691	-;-	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00008698	V	18760270	18760285	-	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00012452	V;V;V;V;V	18776688;18776688;18779591;18779591;18780099	18776712;18776712;18779657;18779655;18780216	-;-;-;-;-	210	53	62	41	26	44	39	35	53	35	37	60	46	32	28
WBGene00194982	V	18783800	18783907	+	108	1	4	4	4	11	3	7	19	16	7	12	7	7	7
WBGene00012449	V	18790958	18791063	+	106	1	1	0	0	1	2	3	3	2	0	0	0	0	0
WBGene00008309	V	18800820	18800822	-	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00206524	V	18802156	18802177	-	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00008310	V	18808662	18808670	-	9	5	4	1	2	5	5	11	3	6	2	6	7	2	5
WBGene00008307	V;V	18823347;18828701	18823424;18828835	+;+	213	24	32	20	20	18	15	25	21	18	21	31	21	28	27
WBGene00012448	V	18837198	18837214	-	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00003655	V;V	18839310;18839310	18839317;18839317	+;+	8	0	1	0	1	0	0	0	0	0	0	0	0	0	0
WBGene00006945	V	18859205	18859221	-	17	6	5	2	3	9	5	10	9	5	3	6	8	4	5
WBGene00001258	V;V;V;V	18879425;18881553;18894969;18894969	18879526;18881696;18894974;18894974	-;-;-;-	252	29	28	16	20	33	33	38	27	23	16	24	21	16	20
WBGene00013584	V	18900527	18900532	-	6	1	0	0	0	1	2	2	3	0	3	2	0	4	1
WBGene00013588	V	18903772	18903776	+	5	4	13	6	2	12	8	4	8	3	2	4	4	1	8
WBGene00013585	V	18912038	18912041	+	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0
WBGene00004236	V	18931373	18931379	-	7	1	1	0	0	0	0	0	1	0	0	0	1	0	0
WBGene00013587	V	18957307	18957317	-	11	0	0	0	1	0	0	0	0	0	0	1	0	1	0
WBGene00012701	V;V	18967788;18967788	18967823;18967842	-;-	55	0	1	0	0	1	1	0	0	0	1	1	0	0	0
WBGene00012700	V;V;V;V	18969520;18969520;18969581;18969581	18969526;18969530;18969640;18969640	-;-;-;-	71	1	2	6	4	2	4	3	0	1	0	0	0	2	3
WBGene00012698	V;V;V;V;V;V;V	18980916;18980916;18980916;18980983;18981114;18981114;18981141	18981071;18981071;18980927;18981073;18981193;18981193;18981193	-;-;-;-;-;-;-	238	1	3	2	0	2	5	2	2	0	0	1	3	2	0
WBGene00012697	V;V	18981306;18983807	18981318;18983943	+;+	150	36	82	44	38	57	66	51	31	35	40	39	48	32	48
WBGene00012696	V	18990369	18990421	-	53	1	1	0	1	2	0	0	5	0	1	2	1	1	2
WBGene00012695	V;V	18990850;18990850	18990857;18990857	+;+	8	1	4	2	1	4	7	3	1	1	4	0	2	3	1
WBGene00012694	V	18993940	18993943	+	4	1	1	2	1	4	7	2	4	2	1	2	2	3	4
WBGene00006567	V	18998345	18998345	+	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00012693	V;V	19001018;19001343	19001019;19001568	+;+	228	29	44	29	26	33	51	18	31	36	30	22	31	36	34
WBGene00012689	V	19014573	19014636	+	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00012688	V	19024047	19024112	-	66	7	6	2	6	5	11	1	8	9	1	7	9	5	6
WBGene00012684	V	19026463	19026480	+	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00012686	V	19031742	19031770	+	29	1	0	2	0	0	0	2	0	0	2	0	0	0	0
WBGene00012683	V	19037319	19037320	-	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00000214	V;V	19050753;19050753	19050825;19050755	-;-	73	0	0	0	1	0	0	0	2	2	2	5	3	4	8
WBGene00006696	V	19060180	19060189	+	10	1	0	0	0	0	0	0	0	0	0	0	1	0	0
WBGene00003685	V;V	19082569;19082569	19082641;19082641	-;-	73	4	2	1	3	2	1	1	2	4	6	5	6	2	1
WBGene00012703	V	19087723	19087723	+	1	0	0	0	0	2	0	0	0	0	1	0	1	1	1
WBGene00012676	V	19118405	19118412	-	8	1	0	0	1	1	0	0	0	0	0	0	0	0	0
WBGene00012675	V	19119361	19119425	-	65	5	5	0	2	4	6	3	3	5	2	2	4	1	1
WBGene00012674	V;V	19124908;19124908	19124908;19124915	-;-	8	0	2	0	1	1	0	2	0	1	0	0	2	0	1
WBGene00012672	V	19133575	19133603	-	29	0	0	1	0	0	0	0	0	0	0	0	0	0	0
WBGene00012670	V	19140795	19140887	+	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00006639	V	19154106	19154121	+	16	0	0	0	0	0	0	0	0	0	0	1	1	1	0
WBGene00012668	V;V	19158425;19158757	19158448;19158877	-;-	145	93	121	101	93	172	170	190	48	33	48	46	65	61	64
WBGene00001987	V	19185155	19185177	+	23	1	1	0	0	0	1	0	1	0	1	1	1	0	1
WBGene00012666	V;V	19189965;19189965	19190035;19190001	-;-	71	5	8	8	4	5	10	3	2	2	5	13	4	5	5
WBGene00012665	V	19190547	19190554	+	8	0	0	0	1	1	0	0	1	0	0	0	0	1	0
WBGene00012664	V	19203598	19203607	-	10	23	32	26	26	13	16	20	2	5	4	8	10	8	5
WBGene00003669	V	19211889	19211895	-	7	0	1	0	0	0	0	1	1	1	0	0	0	1	0
WBGene00005653	V	19217051	19217138	-	88	2	3	1	5	1	5	1	0	4	5	2	0	0	1
WBGene00012068	V	19217975	19217989	+	15	0	0	0	1	0	0	0	0	0	2	0	0	0	0
WBGene00012067	V	19230765	19230781	+	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00012066	V	19233937	19233956	+	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00012064	V	19239615	19239642	-	28	1	0	0	0	2	1	0	0	0	0	0	0	0	0
WBGene00009018	V;V	19253820;19253820	19253914;19253914	+;+	95	1	1	1	0	2	0	4	0	2	0	1	0	1	1
WBGene00009016	V	19262433	19262449	-	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00010100	V;V	19287613;19288064	19287617;19288173	-;-	115	0	0	0	0	0	0	0	0	0	0	0	1	0	0
WBGene00010101	V	19288755	19288848	+	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00010102	V	19290980	19291028	-	49	0	1	2	0	0	0	0	1	0	0	0	0	0	0
WBGene00010104	V	19297810	19297820	+	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00077663	V	19299562	19299588	+	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00010105	V	19302007	19302034	-	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00008066	V	19329563	19329639	+	77	0	1	2	0	3	1	3	3	2	2	2	2	2	2
WBGene00007583	V	19349488	19349495	-	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0
WBGene00012809	V	19371553	19371660	+	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00012810	V;V	19377444;19377446	19377449;19377449	+;+	6	0	0	0	0	0	1	0	0	2	0	1	0	0	0
WBGene00005833	V	19400701	19400715	-	15	14	19	17	12	9	4	7	5	13	5	12	8	10	6
WBGene00045412	V	19402950	19402955	-	6	8	1	3	1	3	3	0	3	1	2	5	1	0	1
WBGene00007726	V;V	19405312;19405312	19405326;19405324	-;-	15	4	4	1	0	2	0	2	3	1	1	2	0	2	1
WBGene00044291	V;V	19405685;19405865	19405800;19405921	+;+	173	7	17	6	11	4	6	6	21	24	21	30	15	18	14
WBGene00007725	V;V;V	19410600;19410600;19410756	19410615;19410613;19410857	-;-;-	118	2	8	1	9	3	4	6	6	3	8	6	3	3	3
WBGene00007724	V	19413882	19413914	-	33	2	1	1	2	5	1	2	1	1	0	0	3	1	0
WBGene00007728	V	19416633	19416689	+	57	2	0	0	0	0	0	0	2	2	1	3	0	0	1
WBGene00045411	V	19433060	19433072	-	13	46	75	60	73	53	30	18	63	48	35	49	44	23	27
WBGene00194803	V	19434387	19434388	+	2	0	1	0	0	0	1	1	0	1	0	0	0	3	0
WBGene00045461	V	19436484	19436598	+	115	2	3	4	4	2	0	3	14	11	12	18	15	9	9
WBGene00010850	V;V;V;V;V;V;V;V	19444934;19444934;19444934;19444934;19445489;19445489;19445489;19445489	19444942;19444942;19444942;19444942;19445577;19445605;19445605;19445577	-;-;-;-;-;-;-;-	126	17	31	33	23	17	18	8	36	21	33	24	19	13	11
WBGene00010851	V;V;V	19448869;19448869;19448869	19448901;19448901;19448901	-;-;-	33	4	1	1	3	4	3	6	3	2	1	2	5	1	0
WBGene00206418	V;V	19449738;19449738	19449832;19449832	+;+	95	3	2	6	2	1	2	0	15	9	16	20	3	7	3
